worms_sciname,am_sciname,am_sid,iucn_sid
propagurus gaudichaudii,propagurus gaudichaudii,SLB-187389,NA
eurypodius latreillii,eurypodius latreillii,W-Bch-366245,NA
peltarion spinulosum,peltarion spinulosum,W-Bch-366243,NA
cancer plebejus,cancer plebejus,W-Bch-440380,NA
urnalana haematosticta,urnalana haematosticta,W-Bch-441411,NA
nursia plicata,nursia plicata,W-Bch-447893,NA
pisoides edwardsii,pisoides edwardsii,W-Bch-441664,NA
pilumnoides perlatus,pilumnoides perlatus,W-Bch-148463,NA
acanthocyclus albatrossis,acanthocyclus albatrossis,W-Bch-440279,NA
pinnaxodes chilensis,pinnaxodes chilensis,W-Bch-445169,NA
hemigrapsus crenulatus,hemigrapsus crenulatus,W-Bch-444772,NA
aeneator fontainei,aeneator fontainei,W-Msc-490672,NA
stichaster striatus,stichaster striatus,W-Ase-378839,NA
ischyrocerus longimanus,ischyrocerus longimanus,W-Amp-237472,NA
epimeria acanthurus,metepimeria acanthurus,SLB-187626,NA
orchomenella chilensis,orchomenella chilensis,W-Amp-868478,NA
tryphosites chevreuxi,tryphosites chevreuxi,W-Amp-237697,NA
transorchestia chiliensis,transorchestia chiliensis,W-Amp-237554,NA
anasterias antarctica,anasterias antarctica,W-Ase-178786,NA
asterina fimbriata,asterina fimbriata,W-Ase-177946,NA
ophiactis asperula,ophiactis asperula,W-Oph-236037,NA
diplodontias singularis,diplodontias singularis,W-Ase-177915,NA
poraniopsis echinaster,poraniopsis echinaster,W-Ase-178021,NA
lophaster stellans,lophaster stellans,W-Ase-172787,NA
pteraster gibber,pteraster gibber,W-Ase-178573,NA
peribolaster folliculatus,peribolaster folliculatus,W-Ase-178580,NA
henricia obesa,henricia obesa,W-Ase-178757,NA
henricia studeri,henricia studeri,W-Ase-178761,NA
cosmasterias lurida,cosmasterias lurida,W-Ase-172678,NA
meyenaster gelatinosus,meyenaster gelatinosus,W-Ase-255042,NA
oswaldella shetlandica,oswaldella shetlandica,W-Hyd-174681,NA
antarctoscyphus asymmetricus,antarctoscyphus asymmetricus,W-Hyd-174502,NA
acryptolaria operculata,acryptolaria operculata,W-Hyd-284931,NA
arbacia dufresnii,arbacia dufresnii,W-Ech-160786,NA
alipta crenistria,alipta crenistria,W-Msc-596798,NA
pentamera chiloensis,pentamera chiloensis,W-Hol-529595,NA
chiridota pisanii,chiridota pisanii,W-Hol-174123,NA
gymnangium japonicum,gymnangium japonicum,W-Hyd-284128,NA
campanularia diverticulata,campanularia diverticulata,W-Hyd-564858,NA
retilaskeya zelandica,retilaskeya zelandica,W-Msc-579234,NA
zaclys sarissa,zaclys sarissa,W-Msc-592004,NA
prolixodens infracolor,prolixodens infracolor,W-Msc-592020,NA
sundaya tuberculata,sundaya tuberculata,W-Msc-592043,NA
seila cincta,seila chathamensis,SLB-187795,NA
seila terebelloides,seila terebelloides,W-Msc-592310,NA
lithophyllon concinna,lithophyllon concinna,W-Scl-716645,133418
rossella nuda,rossella nuda,W-Por-172101,NA
ainigmaptilon antarcticum,ainigmaptilon antarcticum,W-Oct-289368,NA
apostichopus californicus,apostichopus californicus,W-Hol-529363,180436
mesocentrotus franciscanus,mesocentrotus franciscanus,W-Ech-591102,NA
ophiura luetkenii,ophiura luetkenii,W-Oph-244282,NA
cirsotrema magellanicum,boreoscala magellanicum,SLB-188021,NA
reteporella magellensis,reteporella magellensis,W-Bry-470181,NA
falsilunatia patagonica,falsilunatia patagonica,W-Msc-584317,NA
volvarina warrenii,volvarina warrenii,W-Msc-474083,NA
ophioperla koehleri,ophioperla koehleri,W-Oph-173596,NA
septifer cumingii,septifer cumingii,W-Msc-506176,NA
thaisella chocolata,thaisella chocolata,W-Msc-714218,NA
dardanus calidus,dardanus calidus,SLB-188206,NA
doryteuthis sanpaulensis,doryteuthis sanpaulensis,W-Msc-574545,NA
doryteuthis gahi,doryteuthis gahi,SLB-188227,NA
doryteuthis opalescens,doryteuthis opalescens,SLB-188229,NA
heterololigo bleekeri,heterololigo bleekeri,W-Msc-574562,NA
uroteuthis duvaucelii,uroteuthis duvaucelii,SLB-188238,NA
uroteuthis noctiluca,aestuariolus noctiluca,SLB-188250,NA
cyclograpsus longipes,cyclograpsus longipes,W-Bch-444718,NA
platepistoma balssii,platepistoma balssii,W-Bch-440391,NA
liomera monticulosa,liomera monticulosa,SLB-188269,NA
calloarca nuttingi,calloarca nuttingi,W-Msc-504422,NA
arcopsis sculptilis,arcopsis sculptilis,W-Msc-504632,NA
paragiopagurus wallisi,paragiopagurus wallisi,SLB-188343,NA
paragiopagurus boletifer,paragiopagurus boletifer,SLB-188349,NA
phylladiorhynchus pusillus,phylladiorhynchus pusillus,PBD-275140,NA
parvamussium scitulum,parvamussium scitulum,W-Msc-391668,NA
munida intermedia,munida intermedia,SLB-188529,NA
chromoplexaura marki,chromoplexaura marki,W-Oct-724231,NA
rochinia gracilipes,rochinia gracilipes,W-Bch-441680,NA
austrosignum glaciale,austrosignum glaciale,W-Iso-175069,NA
chama croceata,chama croceata,W-Msc-504778,NA
frigidocardium thaanumi,frigidocardium thaanumi,W-Msc-381555,NA
cliona californiana,cliona californiana,W-Por-170431,NA
acarnus erithacus,acarnus erithacus,W-Por-167343,NA
calcigorgia spiculifera,calcigorgia spiculifera,W-Oct-378316,NA
pristipagia radians,pristipagia radians,W-Msc-596130,NA
lebbeus grandimanus,lebbeus grandimanus,SLB-188835,NA
pseudarchaster alascensis,pseudarchaster alascensis,W-Ase-370831,NA
evasterias troschelii,evasterias troscheli,SLB-188856,NA
doris montereyensis,doris montereyensis,W-Msc-581816,NA
neverita lewisii,neverita lewisii,W-Msc-718659,NA
ciliopagurus vakovako,ciliopagurus vakovako,SLB-188983,NA
chloeia fusca,chloeia fusca,W-Pol-209689,NA
echinolittorina cinerea,echinolittorina cinerea,W-Msc-437365,NA
echinolittorina millegrana,echinolittorina millegrana,W-Msc-437373,NA
galaxea acrhelia,galaxea acrhelia,W-Scl-288113,133109
cycloseris fragilis,cycloseris fragilis,W-Scl-716448,133034
cirsotrema varicosum,cirsotrema varicosum,W-Msc-215036,NA
pleurogonium inerme,pleurogonium inerme,W-Iso-118798,NA
nematocarcinus agassizii,nematocarcinus agassizii,SLB-189203,NA
gnathophyllum panamense,gnathophyllum panamense,SLB-189205,NA
orchomenella obtusa,orchomenella obtusa,W-Amp-102695,NA
lucinoma annulata,lucinoma annulata,W-Msc-464200,NA
leukoma staminea,leukoma staminea,W-Msc-507737,NA
limneria prolongata,limneria prolongata,W-Msc-557157,NA
peltodoris nobilis,montereina nobilis,SLB-189261,NA
arcuatula senhousia,arcuatula senhousia,W-Msc-505946,NA
scabrotrophon stuarti,nipponotrophon stuarti,W-Msc-399219,NA
strongylocentrotus fragilis,strongylocentrotus fragilis,W-Ech-569742,NA
ophiosphalma jolliense,ophiosphalma jolliensis,SLB-189282,NA
ophiopholis japonica,ophiopholis japonica,W-Oph-243915,NA
ophiopholis kennerlyi,ophiopholis kennerlyi,W-Oph-243916,NA
pleurogonium rubicundum,pleurogonium rubicundum,W-Iso-118801,NA
sagenaster evermanni,sagenaster evermanni,W-Ase-254775,NA
pleurogonium spinosissimum,pleurogonium spinosissimum,W-Iso-118802,NA
thylacodes squamigerus,thylacodes squamigerus,W-Msc-709499,NA
tethyaster canaliculatus,tethyaster canaliculatus,W-Ase-292829,NA
glebocarcinus oregonensis,glebocarcinus oregonensis,W-Bch-440384,NA
pocillopora grandis,pocillopora grandis,W-Scl-206952,133407
parvicardium pinnulatum,parvicardium pinnulatum,W-Msc-181343,NA
peringia ulvae,peringia ulvae,W-Msc-151628,NA
gracilechinus lucidus,gracilechinus lucidus,W-Ech-532036,NA
chloeia viridis,chloeia viridis,W-Pol-129827,NA
ampharete borealis,ampharete borealis,W-Pol-332927,NA
ampharete octocirrata,ampharete octocirrata,W-Pol-332932,NA
araphura brevimanus,araphura brevimanus,W-Tnd-136344,NA
pseudoparatanais batei,pseudoparatanais batei,W-Tnd-136457,NA
atelecyclus undecimdentatus,atelecyclus undecimdentatus,W-Bch-107274,NA
maja brachydactyla,maja brachydactyla,W-Bch-107347,NA
eurythoe complanata,eurythoe complanata,W-Pol-129829,NA
actaea polyacantha,actaea polyacantha,W-Bch-209021,NA
actaeodes consobrinus,actaeodes consobrinus,W-Bch-209052,NA
actumnus asper,actumnus asper,W-Bch-210171,NA
aethra scruposa,aethra scruposa,W-Bch-440254,NA
albunea bulla,albunea bulla,SLB-189538,NA
alpheus djeddensis,alpheus djeddensis,SLB-189544,NA
alpheus roseodigitalis,alpheus roseodigitalis,SLB-189552,NA
alpheus sizou,alpheus sizou,SLB-189553,NA
aniculus erythraeus,aniculus erythraeus,SLB-189555,NA
arete indicus,arete indicus,PBD-274855,NA
ashtoret picta,ashtoret picta,W-Bch-440346,NA
atergatopsis signata,atergatopsis signata,W-Bch-444374,NA
axiopsis pica,axiopsis pica,SLB-189565,NA
calcinus anani,calcinus anani,SLB-189573,NA
calcinus gouti,calcinus gouti,SLB-189574,NA
calcinus hakahau,calcinus hakahau,SLB-189575,NA
calcinus isabellae,calcinus isabellae,SLB-189576,NA
calcinus spicatus,calcinus spicatus,SLB-189579,NA
trierarchus rotundifrons,caphyra rotundifrons,W-Bch-208779,NA
amphioctopus mototi,amphioctopus mototi,W-Msc-535841,163236
bolitaena pygmaea,bolitaena pygmaea,W-Msc-410340,163312
catapagurus ensifer,catapagurus ensifer,SLB-189595,NA
hermodice carunculata,hermodice carunculata,W-Pol-129831,NA
conus zeylanicus,conus zeylanicus,W-Msc-215502,192864
actinopyga crassa,actinopyga crassa,W-Hol-208954,180251
cavoportunus dubius,cavoportunus dubius,W-Bch-557896,NA
actinopyga varians,actinopyga varians,W-Hol-529344,19708732
conus wallangra,conus wallangra,W-Msc-430441,192490
chlorocurtis jactans,chlorocurtis jactans,SLB-189633,NA
ciliopagurus pacificus,ciliopagurus pacificus,SLB-189638,NA
thalamita pilumnoides,thalamita pilumnoides,W-Bch-208878,NA
etisus anaglyptus,etisus anaglyptus,W-Bch-209117,NA
danielea noelensis,danielea noelensis,W-Bch-444128,NA
cyclodius nitidus,cyclodius nitidus,W-Bch-444088,NA
luniella pugil,pilodius pugil,PBD-225512,NA
luniella scabriculus,pilodius scabriculus,SLB-189653,NA
corallianassa coutierei,corallianassa coutierei,SLB-189656,NA
coralliogalathea humilis,coralliogalathea humilis,SLB-189657,NA
bohadschia subrubra,bohadschia subrubra,W-Hol-210770,180511
cycloachelous granulatus,cycloachelous granulatus,W-Bch-557899,NA
cyclodius granulosus,cyclodius granulosus,W-Bch-444085,NA
cyclodius obscurus,cyclodius obscurus,W-Bch-444087,NA
cyclodius ungulatus,cyclodius ungulatus,SLB-189667,NA
daldorfia leprosa,daldorfia leprosa,W-Bch-442229,NA
zozymodes pumilus,zozymodes pumilus,W-Bch-444400,NA
demania garthi,demania garthi,W-Bch-211040,NA
demania mortenseni,demania mortenseni,W-Bch-444245,NA
domecia glabra,domecia glabra,W-Bch-209147,NA
ebaliopsis erosa,ebaliopsis erosa,W-Bch-209528,NA
epiactaea nodulosa,epiactaea nodulosa,W-Bch-211034,NA
apostichopus leukothele,apostichopus leukothele,W-Hol-529431,19711843
bathyplotes gourdoni,bathyplotes gourdoni,W-Hol-174125,180336
conus andremenezi,conus andremenezi,W-Msc-467677,192540
conus augur,conus augur,W-Msc-428935,192794
conus exiguus,conus exiguus,W-Msc-426493,192443
linopherus ambigua,linopherus ambigua,W-Pol-333833,NA
conus lienardi,conus lienardi,W-Msc-428182,192493
conus miniexcelsus,conus miniexcelsus,W-Msc-467678,192313
conus nielsenae,conus nielsenae,W-Msc-428947,192429
paranthura infundibulata,paranthura infundibulata,W-Iso-255590,NA
conus sculletti,conus sculletti,W-Msc-428995,192559
conus swainsoni,conus swainsoni,W-Msc-428377,192769
conasprella tirardi,conus tirardi,SLB-189888,192690
holothuria hamata,holothuria hamata,SLB-189907,180213
holothuria martensii,holothuria martensii,SLB-189914,180290
holothuria zacae,holothuria zacae,SLB-189936,180369
molpadiodemas crinitus,molpadiodemas crinitus,W-Hol-389594,NA
molpadiodemas morbillus,molpadiodemas morbillus,W-Hol-389597,NA
molpadiodemas villosus,molpadiodemas villosus,W-Hol-529559,NA
molpadiodemas violaceus,molpadiodemas violaceus,W-Hol-529560,NA
paelopatides confundens,paelopatides confundens,W-Hol-148759,180325
pseudostichopus hyalegerus,pseudostichopus hyalegerus,W-Hol-529639,19743094
pseudostichopus peripatus,pseudostichopus peripatus,W-Hol-529641,180459
stichopus ellipes,stichopus ellipes,W-Hol-242050,180237
stichopus herrmanni,stichopus herrmanni,W-Hol-210906,180238
xanthias punctatus,xanthias punctatus,W-Bch-209093,NA
etisus frontalis,etisus frontalis,W-Bch-209111,NA
forestiana granulata,forestiana depressa,W-Bch-558029,NA
furtipodia petrosa,furtipodia petrosa,W-Bch-442269,NA
galathea mauritiana,galathea mauritiana,SLB-190045,NA
galathea pilosa,galathea pilosa,SLB-190046,NA
garthambrus stellatus,garthambrus stellatus,W-Bch-442279,NA
paranthura nigropunctata,paranthura nigropunctata,W-Iso-118510,NA
paraleptuca crassipes,uca crassipes,SLB-190052,NA
trichopagurus trichophthalmus,trichopagurus trichophthalmus,SLB-190054,NA
gonioinfradens paucidentatus,gonioinfradens paucidentatus,W-Bch-1250203,NA
allosergestes sargassi,allosergestes sargassi,SLB-190058,NA
parasergestes armatus,parasergestes armatus,SLB-190061,NA
grapsus longitarsis,grapsus longitarsis,W-Bch-444460,NA
heterocarpus amacula,heterocarpus amacula,SLB-190063,NA
hippa marmorata,hippa marmorata,SLB-190067,NA
hyastenus uncifer,hyastenus uncifer,W-Bch-441579,NA
justitia longimana,justitia longimana,SLB-190081,170097
ligur ensiferus,ligur ensiferus,SLB-190089,NA
liocarpilodes armiger,liocarpilodes armiger,W-Bch-209145,NA
liocarpilodes harmsi,liocarpilodes harmsi,W-Bch-209144,NA
spisula sachalinensis,spisula sachalinensis,W-Msc-505775,NA
filippovia knipovitchi,filippovia knipovitchi,W-Msc-550403,NA
liomera cinctimanus,liomera cinctimana,PBD-225550,NA
liomera loevis,liomera laevis,SLB-190133,NA
liomera semigranosa,liomera semigranosa,W-Bch-208985,NA
liomera stimpsonii,liomera stimpsonii,SLB-190135,NA
natator depressa,natator depressa,SLB-190137,14363
liomera venosa,liomera venosa,SLB-190139,NA
lophozozymus anaglyptus,lophozozymus anaglyptus,W-Bch-444376,NA
lophozozymus bertonciniae,lophozozymus bertonciniae,W-Bch-444377,NA
lupocyclus philippinensis,lupocyclus philippinensis,W-Bch-208783,NA
macromedaeus distinguendus,macromedaeus distinguendus,W-Bch-444291,NA
macrophthalmus serenei,macrophthalmus serenei,SLB-190154,NA
mathildella maxima,mathildella maxima,W-Bch-441014,NA
menaethius orientalis,menaethius orientalis,W-Bch-441473,NA
tursiops australis,tursiops australis,SLB-190161,NA
micropagurus polynesiensis,micropagurus polynesiensis,SLB-190165,NA
solanderia secunda,solanderia secunda,W-Hyd-220571,NA
propeamussium watsoni,propeamussium watsoni,W-Msc-391565,NA
parvamussium multiliratum,parvamussium multiliratum,W-Msc-390675,NA
parvamussium undisonum,parvamussium undisonum,W-Msc-390698,NA
parvamussium undosum,parvamussium undosum,W-Msc-390711,NA
pectinella aequoris,pectinella aequoris,W-Msc-506939,NA
pseudohinnites levii,pseudohinnites levii,W-Msc-391007,NA
semipallium rapanense,semipallium rapanense,W-Msc-393341,NA
laevichlamys erycina,mimachlamys erycina,SLB-190192,NA
amphigymnas bahamensis,amphigymnas bahamensis,W-Hol-422537,19712646
plesionika curvata,plesionika curvata,SLB-190209,NA
plesionika erythrocyclus,plesionika erythrocyclus,SLB-190210,NA
plesionika flavicauda,plesionika flavicauda,SLB-190211,NA
plesionika rubrior,plesionika rubrior,SLB-190216,NA
puerulus richeri,puerulus richeri,SLB-190218,NA
solitariopagurus triprobolus,solitariopagurus triprobolus,SLB-190226,NA
grimpoteuthis wuelkeri,grimpoteuthis wuelkeri,W-Msc-153094,163284
notosceles chimmonis,notosceles chimmonis,W-Bch-209570,NA
miyakella nepa,miyakella nepa,SLB-190275,NA
munida armilla,munida armilla,SLB-190276,NA
munida tuberculata,munida tuberculata,SLB-190288,NA
nematocarcinus combensis,nematocarcinus combensis,SLB-190292,NA
neocallichirus jousseaumei,neocallichirus jousseaumei,SLB-190296,NA
neogoneplax renoculis,neogoneplax renoculis,W-Bch-440973,NA
oncopagurus minutus,oncopagurus minutus,PBD-275223,NA
plagusia speciosa,plagusia speciosa,W-Bch-444479,NA
percnon guinotae,percnon guinotae,W-Bch-207573,NA
oplophorus typus,oplophorus typus,SLB-190316,NA
pachygrapsus laevimanus,pachygrapsus laevimanus,W-Bch-444466,NA
pagurixus anceps,pagurixus anceps,SLB-190321,NA
pagurixus maorus,pagurixus maorus,SLB-190327,NA
pagurixus ruber,pagurixus ruber,SLB-190332,NA
pseudograpsus albus,pseudograpsus albus,W-Bch-207546,NA
paliculus kyusyuensis,paliculus kyusyuensis,W-Bch-442186,NA
paragiopagurus oxychelos,paragiopagurus oxychelos,SLB-190370,NA
perinia tumida,perinia tumida,W-Bch-217318,NA
petrolisthes bispinosus,petrolisthes bispinosus,SLB-190393,NA
petrolisthes borradailei,petrolisthes borradailei,SLB-190394,NA
petrolisthes decacanthus,petrolisthes decacanthus,SLB-190395,NA
trapezia speciosa,trapezia speciosa,W-Bch-210184,NA
trapezia serenei,trapezia serenei,W-Bch-443886,NA
trapezia formosa,trapezia formosa,W-Bch-443878,NA
tetraloides nigrifrons,tetraloides nigrifrons,W-Bch-443863,NA
tetralia cinctipes,tetralia cinctipes,W-Bch-443857,NA
quadrella serenei,quadrella serenei,W-Bch-443873,NA
tweedieia odhneri,tweedieia odhneri,W-Bch-444105,NA
platyozius laevis,eucrate laevis,W-Bch-440920,NA
thalamita philippinensis,thalamita philippinensis,W-Bch-208872,NA
plesionika reflexa,plesionika reflexa,PBD-274933,NA
pontonides ankeri,pontonides ankeri,SLB-190424,NA
cycloachelous orbitosinus,cycloachelous orbitosinus,W-Bch-217280,NA
thalamita bouvieri,thalamita bouvieri,W-Bch-208864,NA
thalamita chaptalii,thalamita chaptalii,W-Bch-442882,NA
trierarchus cooperi,thalamita cooperi,W-Bch-208863,NA
thalamita gatavakensis,thalamita gatavakensis,W-Bch-208857,NA
thalamonyx gracilipes,thalamita gracilipes,W-Bch-208856,NA
thalamita mitsiensis,thalamita mitsiensis,W-Bch-208875,NA
thalamita quadrilobata,thalamita quadrilobata,W-Bch-208840,NA
xiphonectes iranjae,portunus iranjae,SLB-190440,NA
pylopaguropsis lemaitrei,pylopaguropsis lemaitrei,SLB-190470,NA
quadrella coronata,quadrella coronata,W-Bch-210309,NA
monodaeus couchii,monodaeus couchii,W-Bch-241154,NA
sadayoshia acroporae,sadayoshia acroporae,SLB-190476,NA
sadayoshia lipkei,sadayoshia lipkei,SLB-190478,NA
salmoneus tricristatus,salmoneus tricristatus,SLB-190481,NA
stenopus tenuirostris,stenopus tenuirostris,PBD-274995,NA
stylodactylus libratus,stylodactylus libratus,SLB-190484,NA
systellaspis guillei,systellaspis guillei,SLB-190487,NA
tetralia rubridactyla,tetralia rubridactyla,W-Bch-443861,NA
tetraloides heterodactylus,tetraloides heterodactylus,W-Bch-443862,NA
solenocera rathbuni,solenocera rathbuni,SLB-190500,NA
solitariopagurus tuerkayi,solitariopagurus tuerkayi,SLB-190502,NA
trapezia bidentata,trapezia bidentata,W-Bch-443875,NA
trapezia lutea,trapezia lutea,W-Bch-443882,NA
lithophyllon repanda,lithophyllon repanda,W-Scl-716653,132986
lobactis scutaria,lobactis scutaria,W-Scl-716542,133201
jouannetia globulosa,jouannetia globulosa,W-Msc-506994,NA
graphicomassa ligula,graphicomassa albina,SLB-190526,NA
graphicomassa ligula,graphicomassa ligula,W-Msc-577124,NA
maculastrombus maculatus,canarium maculatum,W-Msc-532173,NA
streptopinna saccata,pinna saccata,SLB-190537,NA
malleus regula,pinna saccata,SLB-190537,NA
pinna nobilis,pinna saccata,SLB-190537,NA
grimalditeuthis bonplandii,grimalditeuthis bonplandii,W-Msc-238742,NA
tylothais aculeata,thalessa aculeata,SLB-190539,NA
amphioctopus aegina,amphioctopus aegina,W-Msc-534097,163287
dipsastraea pallida,dipsastraea pallida,W-Scl-758233,132936
doriprismatica atromarginata,doriprismatica atromarginata,W-Msc-558499,NA
laomenes amboinensis,laomenes amboinensis,SLB-190545,NA
comaster schlegelii,comaster schlegelii,SLB-190562,NA
pareurythoe americana,pareurythoe americana,W-Pol-330406,NA
achelous binoculus,achelous binoculus,W-Bch-557880,NA
achelous ordwayi,achelous ordwayi,W-Bch-451838,NA
acantholobulus bermudensis,acantholobulus bermudensis,W-Bch-422072,NA
actaea savignii,actaea savignii,W-Bch-444019,NA
agononida schroederi,agononida schroederi,SLB-191673,NA
aliaporcellana pygmaea,aliaporcellana pygmaea,Chn-dea8e6dc-9166-4549-87f3-9e3c1b250ba0,NA
alpheus packardii,alpheus packardii,SLB-191699,NA
ancylomenes magnificus,ancylomenes magnificus,SLB-191713,NA
ancylomenes pedersoni,ancylomenes pedersoni,SLB-191714,NA
ancylomenes tosaensis,ancylomenes tosaensis,SLB-191717,NA
