species,adult_mob,wcol,log_l,log_f,age_mat,troph
hedgpethius interstitialis,mob,ben,-1.7060146666666667,3.4538800000000003,3,3.7265301587301587
hedgpethius mamillatus,mob,ben,-1.459146,3.4538800000000003,3,3.6832539682539682
hedgpethius tridentatus,mob,ben,-1.585318,3.4538800000000003,3,3.813111111111111
hedingia albicans,sed,ben,2.2610419999999998,13.81551,3,2.217
hedingia californica,sed,ben,2.105598,13.81551,3,2.5
hedingia fusiforme,sed,ben,2.26436,13.81551,3,2.217
hedingia glabra,sed,ben,1.66495,13.81551,3,2.517
hedingia ludwigi,sed,ben,2.231172,13.81551,3,2.37
hedingia mediterranea,sed,ben,2.413992,13.81551,3,2.734
hedingia planapertura,sed,ben,2.513642,13.81551,3,2.596
hediste atoka,mob,bp,1.362452,8.05905,3,2
hediste diadroma,mob,bp,1.094118,8.05905,3,2
hediste diversicolor,mob,ben,0.286868,8.05905,3,2
hediste japonica,mob,ben,0.6119939999999999,8.05905,3,2
hediste limnicola,mob,ben,0.299732,8.05905,3,2
heilprinia dowiana,sed,ben,2.79117,10.292318,3.062,3.0364
heilprinia timessa,ses,ben,2.76001,11.508884,3.286436,3.107
helcogramma albimacula,sed,bp,1.43508,7.543638,1.6023900000000002,3.095
helcogramma alkamr,sed,rf,1.15688,7.0686219999999995,1,3.095
helcogramma aquila,sed,ben,1.38879,6.153268,1.901298,3.095
helcogramma ascensionis,sed,rf,1.2613,6.009034,1.1,3.095
helcogramma atauroensis,sed,rf,1.15057,6.267212,1.9,3.095
helcogramma billi,sed,ben,1.16315,5.851818,2,3.095
helcogramma capidata,sed,rf,1.30833,8.76488,2,3.095
helcogramma cerasina,sed,bp,1.44692,7.543638,1.436178,3.095
helcogramma chica,sed,rf,1.1314,8.067128,0.658728,3.095
helcogramma decurrens,sed,bp,1.50408,7.771744,0.964682,3.095
helcogramma desa,sed,bp,1.70475,7.2489099999999995,1.3,3.095
helcogramma ellioti,sed,ben,1.74047,7.543638,1.901298,3.095
helcogramma ememes,sed,bp,1.36354,6.431408,1.9,3.095
helcogramma fuscipectoris,sed,ben,1.28093,7.229641999999999,0.6,3.095
helcogramma fuscopinna,sed,rf,1.46557,6.689678,2,3.095
helcogramma gymnauchen,sed,rf,1.38629,7.765332,1.1,2.79
helcogramma hudsoni,sed,rf,1.39128,7.354038,1.94,3.095
helcogramma inclinata,sed,ben,1.52606,6.893262,0.6,3.095
helcogramma kranos,sed,ben,1.1314,7.873836,1.1,3.095
helcogramma lacuna,sed,bp,1.37118,6.292866,2.4,3.095
helcogramma larvata,sed,ben,0.79751,9.147124,0.996956,3.095
helcogramma maldivensis,sed,ben,1.01523,7.196784,2.417454,3.095
helcogramma microstigma,sed,bp,2.84578,7.0147759999999995,1.001298,3.095
helcogramma nesion,sed,bp,1.52606,8.089832,1,3.095
helcogramma nigra,sed,bp,1.335,8.37214,2.05,3.095
helcogramma novaecaledoniae,sed,ben,1.42911,7.145858,2.08,3.095
helcogramma obtusirostris,sed,ben,1.36098,7.862658,0.962164,3.095
helcogramma randalli,sed,bp,1.54756,7.410594,1,3.095
helcogramma rharhabe,sed,bp,1.31238,6.863125999999999,1,3.095
helcogramma rhinoceros,sed,ben,1.38629,8.420408,0.68942,3.095
helcogramma rosea,sed,rf,1.20597,7.496142,2.23413,3.095
helcogramma serendip,sed,bp,0.90826,5.112592,2.001298,3.095
helcogramma shinglensis,sed,rf,1.25276,7.841586,1.9,3.095
helcogramma solorensis,sed,ben,1.36098,7.660318,1,3.095
helcogramma springeri,sed,rf,1.22378,8.114128,2.183932,3.095
helcogramma steinitzi,sed,rf,1.46787,6.569026,1.9,3.095
helcogramma striata,sed,rf,1.45862,9.099278,1.37884,3.4
helcogramma trigloides,sed,rf,1.50408,6.3332,2,3.095
helcogramma vulcana,sed,ben,1.335,7.720554,1.9,3.095
helcogramma williamsi,sed,bp,1.06471,7.835636,1.54471,3.095
helcogrammoides antarcticus,sed,ben,1.77495,5.389946,1.22355,3.029
helcogrammoides chilensis,sed,ben,2.4248,7.8823859999999994,1.5,3.1020000000000003
helcogrammoides cunninghami,sed,ben,1.82455,6.860755999999999,1.57884,2.982
helenametra perplexa,sed,rf,1.654386,8.05905,3,2.8505
heleobia australis,sed,ben,-0.51083,14.391754,4.70942,3.21375
heleobia conexa,sed,ben,-0.46204,10.59189,2.941708,3.30575
helgicirrha cari,sed,pel,1.497865,8.05905,2.1969,3.331
helgicirrha danduensis,sed,pel,0.91629,8.05905,1.4676,3.269
helgicirrha malayensis,sed,pel,0.69315,8.05905,1.914592,3.276
helgicirrha medusifera,sed,pel,-0.22314,8.05905,2.400792,3.444
heliacus bisulcatus,sed,ben,0.18232,10.292318,5.062488,2.666
heliacus cylindricus,sed,ben,0,8.680508,4.4888259999999995,2.844
heliacus implexus,sed,ben,0.40547,10.292318,4.34323,2.84
heliacus infundibuliformis,sed,ben,0.40547,10.292318,3.317348,2.8704
heliacus variegatus,sed,ben,0.69315,9.670857999999999,3.28123,2.832
heliaster canopus,mob,ben,1.847202,8.05905,3,3.11
heliaster cumingi,mob,rf,1.9182979999999998,8.05905,3,2.99
heliaster helianthus,mob,ben,2.129656,8.05905,3,3.102
heliaster hexagonium,mob,rf,1.896456,8.05905,3,3.02
heliaster kubiniji,mob,rf,1.519682,8.05905,3,2.982
heliaster microbrachius,mob,rf,2.042928,8.05905,3,3.1879999999999997
heliaster polybrachius,mob,rf,2.336194,8.05905,3,2.96
heliaster solaris,mob,ben,1.755296,8.05905,3,3.102
helice epicure,mig,ben,1.018802,5.0655,1.738,2
helice formosensis,mig,ben,0.501722,5.326614,1.63497,2
helicolenus alporti,mob,rf,3.1114383333333335,10.93728,3.6666666666666665,3.75
helicolenus avius,mob,ben,2.9837853333333335,10.93728,3.6666666666666665,3.75
helicolenus barathri,mob,ben,3.59731,10.93728,3.6666666666666665,3.75
helicolenus dactylopterus,mob,ben,3.47352,11.44488,5.8221,3.8
helicolenus fedorovi,mob,ben,3.29584,10.93728,3.6666666666666665,3.75
helicolenus hilgendorfii,mob,ben,2.8792,10.93728,3.6666666666666665,3.2
helicolenus lahillei,mob,ben,3.6672662857142857,10.879918857142856,5.623601428571429,3.99
helicolenus lengerichi,mob,ben,3.42426,10.93728,3.6666666666666665,3.75
helicolenus mouchezi,mob,ben,3.11538,10.93728,3.6666666666666665,3.75
helicolenus percoides,mob,ben,3.69511,11.118535714285715,3.2142857142857144,4.01
heliocidaris australiae,mob,rf,1.74665,13.81551,3,3.2845
heliocidaris bajulus,mob,rf,1.976849,13.81551,3,3.273
heliocidaris crassispina,mob,rf,1.734634,13.81551,3,3.323
heliocidaris erythrogramma,mob,ben,2.121606,13.81551,3,3.4459999999999997
heliocidaris ludbrookae,mob,rf,1.512369,13.81551,3,3.23675
heliocidaris robertsi,mob,rf,1.666645,13.81551,3,3.2515
heliocidaris tuberculata,mob,ben,1.763254,13.81551,3,3.566
heliometra glacialis,sed,ben,0.786952,8.05905,3,3.1849000000000003
heliophora orbiculus,mob,ben,3.490622,13.81551,3,2.76
heliopora coerulea,ses,rf,4.60517,8.05905,3.4138,2.766
helotes sexlineatus,mob,bp,2.70805,10.318968,3.004,2
hemanthias aureorubens,mob,rf,3.37432,10.93728,3.6666666666666665,3.4
hemanthias leptus,mob,ben,3.91202,10.93728,3.6666666666666665,3.4
hemanthias peruanus,mob,pel,3.80666,10.93728,3.6666666666666665,3.4
hemanthias signifer,mob,ben,3.62461,10.93728,3.6666666666666665,3.4
hemerocoetes artus,mob,ben,1.9064459999999999,10.93728,3.6666666666666665,3.728957407534564
hemerocoetes macrophthalmus,mob,ben,2.1913536666666666,10.93728,3.6666666666666665,3.759325001080831
hemerocoetes monopterygius,mob,ben,3.3322,10.93728,3.6666666666666665,3.794882109367193
hemerocoetes morelandi,mob,ben,2.312359333333333,10.93728,3.6666666666666665,3.8160068841851276
hemerocoetes pauciradiatus,mob,ben,2.1989076666666665,10.93728,3.6666666666666665,3.7109159431098164
hemerorhinus heyningi,mig,ben,2.44235,10.93728,6.166666666666667,3.9172144910903204
hemerorhinus opici,mig,ben,3.48124,10.93728,6.166666666666667,4.037235360875904
hemiaclis carolinensis,sed,ben,-0.75502,17.483486000000003,5.10239,3.251996153846154
hemiaclis georgiana,sed,ben,-1.20397,11.904128,4.07033,3.25775
hemiaclis incolorata,sed,ben,-0.43078,11.508884,4.94594,3.273996153846154
hemiaclis ventrosa,sed,ben,-0.91629,12.779944,5.02478,3.44755
hemiarius dioctes,mob,ben,4.78749,5.416516,4.011092,3.96
hemiarius harmandi,mig,bp,2.48491,4.336148,3.043168,3.96
hemiarius stormii,mob,ben,3.91202,5.693134,3.046658,3.96
hemiarthrum setulosum,sed,ben,0.44776400000000005,8.35862,2.15884,2
hemiaspis signata,mob,bp,5.000422,1.15129,3,4.303333333333334
hemiaster amelianus,mob,ben,2.272448,13.81551,3,2.896
hemiaster amudariensis,mob,ben,2.428162,13.81551,3,2.7015
hemiaster amurensis,mob,ben,2.304522,13.81551,3,2.8105
hemiaster anisopetalus,mob,ben,2.5244940000000002,13.81551,3,2.7375
hemiaster arachnius,mob,ben,2.347625,13.81551,3,2.42
hemiaster arcolensis,mob,ben,2.408546,13.81551,3,2.541
hemiaster arcticus,mob,ben,2.44062,13.81551,3,2.537
hemiaster baconicus,mob,ben,2.459239,13.81551,3,2.5075
hemiaster balboi,mob,ben,2.390768,13.81551,3,2.3925
hemiaster barthouxi,mob,ben,2.140989,13.81551,3,2.3925
hemiaster batalleri,mob,ben,2.232792,13.81551,3,2.5695
hemiaster benhurensis,mob,ben,2.491578,13.81551,3,2.552
hemiaster besairiei,mob,ben,2.430761,13.81551,3,2.6505
hemiaster bowerbanki,mob,ben,2.116549,13.81551,3,2.6265
hemiaster branderianus,mob,ben,2.375227,13.81551,3,2.8785
hemiaster callidus,mob,ben,2.507956,13.81551,3,2.474
hemiaster cascajalensis,mob,ben,2.415179,13.81551,3,2.759
hemiaster catandubensis,mob,ben,2.250841,13.81551,3,2.9314999999999998
hemiaster cearensis,mob,ben,2.072334,13.81551,3,2.557
hemiaster cedroensis,mob,ben,2.165891,13.81551,3,2.7640000000000002
hemiaster chirakhanensis,mob,ben,2.361397,13.81551,3,2.6285
hemiaster cranium,mob,ben,2.4384930000000002,13.81551,3,2.4695
hemiaster despujolsi,mob,ben,2.377346,13.81551,3,2.907
hemiaster digonus,mob,ben,2.243312,13.81551,3,2.8365
hemiaster dolosus,mob,ben,2.41414,13.81551,3,2.497
hemiaster eluvialis,mob,ben,2.391843,13.81551,3,2.715
hemiaster estepi,mob,ben,2.415204,13.81551,3,2.5125
hemiaster forbesi,mob,ben,2.49307,13.81551,3,2.7615
hemiaster fourtaui,mob,ben,2.221628,13.81551,3,2.762
hemiaster gemellaroi,mob,ben,2.495183,13.81551,3,2.78
hemiaster gissarensis,mob,ben,2.337592,13.81551,3,2.6705
hemiaster globulosus,mob,ben,2.412321,13.81551,3,2.7175
hemiaster gonzalezmunozi,mob,ben,2.125371,13.81551,3,2.703
hemiaster hattaensis,mob,ben,2.553012,13.81551,3,2.524
hemiaster hawkinsi,mob,ben,2.178799,13.81551,3,2.6935
hemiaster heteropneustes,mob,ben,2.305471,13.81551,3,2.842
hemiaster himalayensis,mob,ben,2.363735,13.81551,3,2.6605
hemiaster holoambitatus,mob,ben,2.504496,13.81551,3,2.501
hemiaster hourcqi,mob,ben,2.41543,13.81551,3,2.384
hemiaster humphreysanus,mob,ben,2.361397,13.81551,3,2.818
hemiaster integer,mob,ben,2.324078,13.81551,3,2.8925
hemiaster jacksoni,mob,ben,2.470161,13.81551,3,2.3925
hemiaster jacobi,mob,ben,2.443092,13.81551,3,2.7375
hemiaster javanicus,mob,ben,2.368773,13.81551,3,2.793
hemiaster judinkensis,mob,ben,2.516767,13.81551,3,3.1265
hemiaster kunlunensis,mob,ben,2.301067,13.81551,3,2.8305
hemiaster labriei,mob,ben,2.267068,13.81551,3,2.8945
hemiaster lamberti,mob,ben,2.3288320000000002,13.81551,3,2.6785
hemiaster latesulcatus,mob,ben,2.424257,13.81551,3,2.6075
hemiaster madagascariensis,mob,ben,2.186657,13.81551,3,2.8855
hemiaster madrugensis,mob,ben,2.259073,13.81551,3,2.836
hemiaster majungensis,mob,ben,2.178699,13.81551,3,2.6835
hemiaster meslei,mob,ben,2.148856,13.81551,3,2.484
hemiaster mikasaensis,mob,ben,2.4068490000000002,13.81551,3,2.9795
hemiaster moscovensis,mob,ben,2.188322,13.81551,3,3.1115
hemiaster mutabilis,mob,ben,2.398432,13.81551,3,2.581
hemiaster narindensis,mob,ben,2.358772,13.81551,3,2.767
hemiaster oliveirai,mob,ben,2.365202,13.81551,3,2.9005
hemiaster parallelus,mob,ben,2.344112,13.81551,3,2.565
hemiaster paronai,mob,ben,2.363972,13.81551,3,2.7925
hemiaster polygonalis,mob,ben,2.376468,13.81551,3,2.7045
hemiaster prestwichi,mob,ben,2.497015,13.81551,3,2.761
hemiaster pseudoanticus,mob,ben,2.373676,13.81551,3,2.7775
hemiaster pulcher,mob,ben,2.351011,13.81551,3,2.464
hemiaster rarus,mob,ben,2.3388619999999998,13.81551,3,2.832
hemiaster reineckei,mob,ben,2.240888,13.81551,3,2.634
hemiaster rioupanemensis,mob,ben,2.11552,13.81551,3,2.975
hemiaster rollandi,mob,ben,2.1138,13.81551,3,2.601
hemiaster rostratus,mob,ben,2.414008,13.81551,3,2.691
hemiaster sabinal,mob,ben,2.303693,13.81551,3,2.9779999999999998
hemiaster sanctisebastiani,mob,ben,2.501931,13.81551,3,2.62
hemiaster schoelleri,mob,ben,2.224502,13.81551,3,2.722
hemiaster sibiricus,mob,ben,2.378388,13.81551,3,2.5865
hemiaster siboneyensis,mob,ben,2.279106,13.81551,3,2.7975
hemiaster simakovi,mob,ben,2.354273,13.81551,3,2.639
hemiaster sphericus,mob,ben,2.38029,13.81551,3,2.846
hemiaster stefaninii,mob,ben,2.442396,13.81551,3,2.9725
hemiaster stoliczkai,mob,ben,2.208691,13.81551,3,2.723
hemiaster subameliae,mob,ben,2.430268,13.81551,3,2.65
hemiaster subbibansensis,mob,ben,2.481351,13.81551,3,2.616
hemiaster subconicus,mob,ben,2.478819,13.81551,3,2.5629999999999997
hemiaster subidus,mob,ben,2.170544,13.81551,3,2.6615
hemiaster submirabilis,mob,ben,2.605143,13.81551,3,2.5845
hemiaster teilhardi,mob,ben,2.5425780000000002,13.81551,3,2.59
hemiaster tubillensis,mob,ben,2.430267,13.81551,3,2.627
hemiaster turkestanensis,mob,ben,2.307631,13.81551,3,2.9345
hemiaster uwajimensis,mob,ben,2.28277,13.81551,3,2.8674999999999997
hemiaster verecundus,mob,ben,2.381717,13.81551,3,2.618
hemiaster vistulensis,mob,ben,2.41606,13.81551,3,2.5675
hemiaster wayensis,mob,ben,2.7181290000000002,13.81551,3,2.476
hemiaster zululandensis,mob,ben,2.214632,13.81551,3,2.612
hemiasterella affinis,ses,rf,2.910817,5.75646,1.75,2
hemiasterella ajax,ses,rf,3.224702,5.75646,1.75,2
hemiasterella aristoteliana,ses,rf,2.947442,5.75646,1.75,2
hemiasterella bouilloni,ses,rf,3.192011,5.75646,1.75,2
hemiasterella callocyathus,ses,rf,2.855813,5.75646,1.75,2
hemiasterella complicata,ses,ben,3.2783170000000004,5.75646,1.75,2
hemiasterella digitata,ses,rf,3.2693280000000002,5.75646,1.75,2
hemiasterella elongata,ses,rf,3.299341,5.75646,1.75,2
hemiasterella intermedia,ses,ben,2.8003620000000002,5.75646,1.75,2
hemiasterella magna,ses,rf,3.180231,5.75646,1.75,2
hemiasterella strongylophora,ses,rf,3.360957,5.75646,1.75,2
hemiasterella topsenti,ses,ben,2.978742,5.75646,1.75,2
hemiasterella typus,ses,rf,3.05477,5.75646,1.75,2
hemiasterella vasiformis,ses,rf,3.1934,5.75646,1.75,2
hemiasterella verae,ses,rf,3.249547,5.75646,1.75,2
hemibagrus filamentus,mob,bp,3.91202,12.673972,3.593638,3.745
hemibagrus hoevenii,mob,ben,3.55535,9.816594,3.231992,3.745
hemibagrus microphthalmus,mob,ben,5.01064,11.480784,1.7682600000000002,3.87
hemibagrus nemurus,mob,bp,3.90197,10.012708,2.12001,3.62
hemicaranx amblyrhynchus,mob,pel,3.68763,13.81551,3,3.418000003814697
hemicaranx bicolor,mob,ben,4.2485,13.81551,3,3.2832500000000002
hemicaranx leucurus,mob,bp,3.90197,13.81551,3,3.4783333333333335
hemicaranx zelotes,mob,bp,3.55535,13.81551,3,3.462833333333333
hemicentrotus pulcherrimus,mob,ben,1.660664,13.81551,3,2.9415
hemichela longiunguis,mob,ben,-1.445262,3.4538800000000003,3,3.667209523809524
hemichela micrasterias,mob,ben,-2.367491333333333,3.4538800000000003,3,3.747177777777778
hemichela nanhaiensis,mob,rf,-1.914668,3.4538800000000003,3,3.6218666666666666
hemichromis bimaculatus,mob,bp,2.19722,6.448985,11.65,3.93
hemichromis guttatus,mob,bp,2.36085,7.884956,8.03652,3.4850000000000003
hemichromis letourneuxi,mob,bp,2.18042,8.64827,4.1927140000000005,3.04
hemichromis paynei,mob,bp,2.48491,7.685176,5.53652,3.4850000000000003
hemiculter leucisculus,mob,bp,4.467382,12.729875999999999,2.7936366666666665,2.75
hemidiadema intermedium,mob,rf,1.888542,13.81551,3,2.7915
hemidiadema mortenseni,mob,rf,1.8522100000000001,13.81551,3,2.706
hemidiadema neocomiense,mob,rf,2.135574,13.81551,3,2.768
hemidiadema rugosum,mob,rf,2.043091,13.81551,3,2.7735
hemidiadema wehrli,mob,rf,1.741245,13.81551,3,2.746
hemiemblemaria simulus,mob,rf,2.21375,6.712721999999999,0.64471,3.68
hemieuryale parva,mob,rf,0.478153,10.93728,3,2.7096666666666667
hemieuryale pustulata,mob,ben,0.442313,10.93728,3,2.5949999999999998
hemifaorina rex,mob,ben,2.398526,13.81551,3,2.762
hemigaleus australiensis,mob,ben,4.70048,1.55365,17.05,4.5
hemigaleus microstoma,mob,ben,4.54329,1.9154533333333335,18.299660666666668,4.5
hemigellius arcofer,ses,rf,1.670588,5.75646,1.75,2
hemigellius bidens,ses,ben,1.257071,5.75646,1.75,2
hemigellius calyx,ses,rf,0.635609,5.75646,1.75,2
hemigellius dendrilla,ses,rf,1.666505,5.75646,1.75,2
hemigellius duosigmata,ses,rf,1.096127,5.75646,1.75,2
hemigellius fimbriatus,ses,ben,0.955478,5.75646,1.75,2
hemigellius hartlaubi,ses,rf,1.512015,5.75646,1.75,2
hemigellius izuensis,ses,rf,1.977858,5.75646,1.75,2
hemigellius pachyderma,ses,ben,0.8371,5.75646,1.75,2
hemigellius pilosus,ses,rf,1.509644,5.75646,1.75,2
hemigellius pumiceus,ses,rf,0.953415,5.75646,1.75,2
hemigellius renieroides,ses,rf,1.652356,5.75646,1.75,2
hemigellius stylifer,ses,rf,1.476793,5.75646,1.75,2
hemigellius tenella,ses,rf,1.254254,5.75646,1.75,2
hemiglyphidodon plagiometopon,mob,rf,2.89037,14.877954,1.668,2
hemigobius hoevenii,sed,ben,1.79176,8.192962,1.53491,3.496600000190735
hemigobius mingi,sed,bp,1.70475,7.309752,2.452364,3.5167428571428574
hemigrapsus crenulatus,mig,ben,-1.165696,5.0128900000000005,1.261364,3.07
hemigrapsus nudus,mig,ben,-0.30120199999999997,5.401794,1.49613,3.07
hemigrapsus oregonensis,mig,ben,0.64116,4.95632,1.81091,3.07
hemigrapsus penicillatus,mig,ben,1.0518939999999999,5.199718,1.532,3.07
hemigrapsus sanguineus,mig,ben,0.41776999999999986,5.131416,1.189624,3.07
hemigrapsus sexdentatus,mig,ben,0.519676,5.338346,1.892,3.07
hemigrapsus sinensis,mig,ben,0.787148,5.263166,1.28097,3.07
hemigymnus fasciatus,mob,rf,3.4012,10.80317,2,3.5
hemigymnus melapterus,mob,rf,3.34639,11.601961999999999,1.57,3.55
hemigymnus sexfasciatus,mob,rf,3.59731,11.411274,5.4,3.525
hemilepidotus gilberti,mob,ben,3.59731,11.046375,4.0426625000000005,3.4800000190734863
hemilepidotus hemilepidotus,mob,ben,3.7495,10.93728,3.6666666666666665,3.609999895095825
hemilepidotus jordani,mob,ben,3.8025505714285712,10.72346857142857,3.8664071428571427,3.569999933242798
hemilepidotus papilio,mob,ben,3.80666,13.81551,3,3.45
hemilepidotus spinosus,mob,ben,3.3673,10.93728,3.6666666666666665,3.5
hemilepidotus zapus,mob,ben,3.0895632500000003,10.7992435,3.875,3.521999969482422
hemiliostraca auricincta,sed,ben,-0.71335,12.2037,2.82594,3.285996153846154
hemilutjanus macrophthalmos,mob,pel,3.83945,10.93728,3.6666666666666665,3.98
hemimaretia elevata,mob,ben,2.372286,13.81551,3,2.659
hemimycale arabica,ses,rf,5.145182,5.75646,1.75,2
hemimycale ceadensis,ses,rf,4.7855870000000005,5.75646,1.75,2
hemimycale columella,ses,ben,4.667562,5.75646,1.75,2
hemimycale harlequinus,ses,rf,5.196265,5.75646,1.75,2
hemimycale insularis,ses,rf,4.742204,5.75646,1.75,2
hemimycale mediterranea,ses,rf,4.763274,5.75646,1.75,2
hemimycale nathani,ses,rf,4.752739,5.75646,1.75,2
hemimycale oxeata,ses,rf,4.752739,5.75646,1.75,2
hemimycale rhodus,ses,ben,4.869054,5.75646,1.75,2
hemimycale topsenti,ses,rf,5.249719,5.75646,1.75,2
heminodus philippinus,mob,ben,2.19722,10.93728,3.6666666666666665,3.023533332485623
hemiocnus insolens,sed,ben,2.271732,9.210339999999999,3,3.2607222222222223
hemiocnus rubrobrunneus,sed,rf,2.3112626666666665,9.210339999999999,3,3.1170666666666667
hemiocnus syracusanus,sed,ben,1.94591,9.210339999999999,3,3.1206666666666667
hemiocnus tegulatus,sed,rf,2.088342,9.210339999999999,3,2.9818333333333333
hemioedema albofusca,sed,rf,2.2082146666666667,9.210339999999999,3,3.0202222222222224
hemioedema goreensis,sed,ben,2.225623666666667,9.210339999999999,3,3.1540555555555554
hemioedema gruveli,sed,ben,2.1874613333333333,9.210339999999999,3,3.0525555555555557
hemioedema multipodia,sed,rf,2.033446,9.210339999999999,3,3.0323333333333333
hemioedema spectabilis,sed,rf,1.9927143333333333,9.210339999999999,3,3.038666666666667
hemipatagus bandaensis,mob,ben,1.896765,13.81551,3,2.3925
hemipatagus cartagensis,mob,ben,1.998436,13.81551,3,2.401
hemipholis cordifera,mob,rf,0.411831,10.93728,3,2.4965
hemipholis elongata,mob,ben,1.5344,10.93728,3,2.74675
hemipholis gracilis,mob,ben,0.671354,10.93728,3,2.6774999999999998
hemipolygona beckyae,sed,ben,1.70475,10.909740000000001,4.3223899999999995,3.0832
hemipolygona carinifera,ses,ben,1.98787,10.59189,4.8223899999999995,3.3508461538461543
hemipolygona cuna,ses,ben,1.52606,10.292318,3.1731279999999997,3.0952
hemipolygona distincta,ses,ben,1.48614,11.904128,3.82594,3.1692
hemipolygona lamyi,sed,ben,2.00148,10.292318,4.74,3.0274
hemipolygona mcgintyi,sed,ben,1.94591,10.59189,4.48239,3.0366
hemipristis elongata,mob,ben,5.48064,1.8350666666666666,17.286666666666665,4.5
hemiramphus archipelagicus,mob,rf,3.52636,8.661366,2.334046,3.37
hemiramphus balao,mob,rf,3.68888,7.4745859999999995,1.37884,3.71
hemiramphus bermudensis,mob,pel,3.78419,10.970838,2.176182,3.354
hemiramphus brasiliensis,mob,rf,3.46574,7.194548,1.905828,2.8
hemiramphus convexus,mob,pel,3.13549,9.224454,1.7471,3.354
