spp_gp,rank,name,parent,parent_level
clavus laeta,class,gastropoda,mollusca,phylum
clavus laeta,order,neogastropoda,gastropoda,class
clavus laeta,family,drilliidae,neogastropoda,order
clavus laeta,genus,clavus,drilliidae,family
clavus laeta,species,clavus laeta,clavus,genus
clibanarius padaverensis,phylum,arthropoda,animalia,kingdom
clibanarius padaverensis,class,malacostraca,arthropoda,phylum
clibanarius padaverensis,order,decapoda,malacostraca,class
clibanarius padaverensis,family,diogenidae,decapoda,order
clibanarius padaverensis,genus,clibanarius,diogenidae,family
clibanarius padaverensis,species,clibanarius padaverensis,clibanarius,genus
clinocardium buellowi,phylum,mollusca,animalia,kingdom
clinocardium buellowi,class,bivalvia,mollusca,phylum
clinocardium buellowi,order,veneroida,bivalvia,class
clinocardium buellowi,family,cardiidae,veneroida,order
clinocardium buellowi,genus,clinocardium,cardiidae,family
clinocardium buellowi,species,clinocardium buellowi,clinocardium,genus
cliona schmidtii,family,clionaidae,hadromerida,order
clithon chlorostomus,phylum,mollusca,animalia,kingdom
clithon chlorostomus,class,gastropoda,mollusca,phylum
clithon chlorostomus,order,neritopsina,gastropoda,class
clithon chlorostomus,family,neritidae,neritopsina,order
clithon chlorostomus,genus,clithon,neritidae,family
clithon chlorostomus,species,clithon chlorostomus,clithon,genus
clivipollia pulcher,phylum,mollusca,animalia,kingdom
clivipollia pulcher,class,gastropoda,mollusca,phylum
clivipollia pulcher,order,neogastropoda,gastropoda,class
clivipollia pulcher,family,muricidae,neogastropoda,order
clivipollia pulcher,genus,clivipollia,muricidae,family
clivipollia pulcher,species,clivipollia pulcher,clivipollia,genus
cloridina microphthalma,phylum,arthropoda,animalia,kingdom
cloridina microphthalma,class,malacostraca,arthropoda,phylum
cloridina microphthalma,order,stomatopoda,malacostraca,class
cloridina microphthalma,family,squillidae,stomatopoda,order
cloridina microphthalma,genus,cloridina,squillidae,family
cloridina microphthalma,species,cloridina microphthalma,cloridina,genus
clypeomorus bifasciatus,phylum,mollusca,animalia,kingdom
clypeomorus bifasciatus,class,gastropoda,mollusca,phylum
clypeomorus bifasciatus,order,neotaenioglossa,gastropoda,class
clypeomorus bifasciatus,family,cerithiidae,neotaenioglossa,order
clypeomorus bifasciatus,genus,clypeomorus,cerithiidae,family
clypeomorus bifasciatus,species,clypeomorus bifasciatus,clypeomorus,genus
cnemidocarpa nordenskjoldi,phylum,chordata,animalia,kingdom
cnemidocarpa nordenskjoldi,class,ascidiacea,chordata,phylum
cnemidocarpa nordenskjoldi,order,pleurogona,ascidiacea,class
cnemidocarpa nordenskjoldi,family,styelidae,pleurogona,order
cnemidocarpa nordenskjoldi,genus,cnemidocarpa,styelidae,family
cnemidocarpa nordenskjoldi,species,cnemidocarpa nordenskjoldi,cnemidocarpa,genus
coecella horsfieldii,family,mesodesmatidae,veneroida,order
coenobita clypeatus,phylum,arthropoda,animalia,kingdom
coenobita clypeatus,class,malacostraca,arthropoda,phylum
coenobita clypeatus,order,decapoda,malacostraca,class
coenobita clypeatus,family,coenobitidae,decapoda,order
coenobita clypeatus,genus,coenobita,coenobitidae,family
coenobita clypeatus,species,coenobita clypeatus,coenobita,genus
comanthina schlegelii,genus,comanthina,comasteridae,family
comatula pectinata,phylum,echinodermata,animalia,kingdom
comatula pectinata,class,crinoidea,echinodermata,phylum
comatula pectinata,order,comatulida,crinoidea,class
comatula pectinata,family,comasteridae,comatulida,order
comatula pectinata,genus,comatula,comasteridae,family
comatula pectinata,species,comatula pectinata,comatula,genus
comatula purpurea,phylum,echinodermata,animalia,kingdom
comatula purpurea,class,crinoidea,echinodermata,phylum
comatula purpurea,order,comatulida,crinoidea,class
comatula purpurea,family,comasteridae,comatulida,order
comatula purpurea,genus,comatula,comasteridae,family
comatula purpurea,species,comatula purpurea,comatula,genus
comatula solaris,phylum,echinodermata,animalia,kingdom
comatula solaris,class,crinoidea,echinodermata,phylum
comatula solaris,order,comatulida,crinoidea,class
comatula solaris,family,comasteridae,comatulida,order
comatula solaris,genus,comatula,comasteridae,family
comatula solaris,species,comatula solaris,comatula,genus
conchoecia oblonga,phylum,arthropoda,animalia,kingdom
conchoecia oblonga,class,ostracoda,arthropoda,phylum
conchoecia oblonga,order,halocyprida,ostracoda,class
conchoecia oblonga,family,halocyprididae,halocyprida,order
conchoecia oblonga,genus,conchoecia,halocyprididae,family
conchoecia oblonga,species,conchoecia oblonga,conchoecia,genus
conchoecia spinifera,phylum,arthropoda,animalia,kingdom
conchoecia spinifera,class,ostracoda,arthropoda,phylum
conchoecia spinifera,order,halocyprida,ostracoda,class
conchoecia spinifera,family,halocyprididae,halocyprida,order
conchoecia spinifera,genus,conchoecia,halocyprididae,family
conchoecia spinifera,species,conchoecia spinifera,conchoecia,genus
conopea calceolus,phylum,arthropoda,animalia,kingdom
conopea calceolus,class,maxillopoda,arthropoda,phylum
conopea calceolus,order,sessilia,maxillopoda,class
conopea calceolus,family,archaeobalanidae,sessilia,order
conopea calceolus,genus,conopea,archaeobalanidae,family
conopea calceolus,species,conopea calceolus,conopea,genus
conus circumactis,phylum,mollusca,animalia,kingdom
conus circumactis,class,gastropoda,mollusca,phylum
conus circumactis,order,neogastropoda,gastropoda,class
conus circumactis,family,conidae,neogastropoda,order
conus circumactis,genus,conus,conidae,family
conus circumactis,species,conus circumactis,conus,genus
corculum cardissum,phylum,mollusca,animalia,kingdom
corculum cardissum,class,bivalvia,mollusca,phylum
corculum cardissum,order,veneroida,bivalvia,class
corculum cardissum,family,cardiidae,veneroida,order
corculum cardissum,genus,corculum,cardiidae,family
corculum cardissum,species,corculum cardissum,corculum,genus
corculum dionaeum,phylum,mollusca,animalia,kingdom
corculum dionaeum,class,bivalvia,mollusca,phylum
corculum dionaeum,order,veneroida,bivalvia,class
corculum dionaeum,family,cardiidae,veneroida,order
corculum dionaeum,genus,corculum,cardiidae,family
corculum dionaeum,species,corculum dionaeum,corculum,genus
coscinaraea exaesa,phylum,cnidaria,animalia,kingdom
coscinaraea exaesa,class,anthozoa,cnidaria,phylum
coscinaraea exaesa,order,scleractinia,anthozoa,class
coscinaraea exaesa,family,siderastreidae,scleractinia,order
coscinaraea exaesa,genus,coscinaraea,siderastreidae,family
coscinaraea exaesa,species,coscinaraea exaesa,coscinaraea,genus
coscinoderma matthewsi,phylum,porifera,animalia,kingdom
coscinoderma matthewsi,class,demospongiae,porifera,phylum
coscinoderma matthewsi,order,dictyoceratida,demospongiae,class
coscinoderma matthewsi,family,spongiidae,dictyoceratida,order
coscinoderma matthewsi,genus,coscinoderma,spongiidae,family
coscinoderma matthewsi,species,coscinoderma matthewsi,coscinoderma,genus
craterobrisingia synaptoma,phylum,echinodermata,animalia,kingdom
craterobrisingia synaptoma,class,asteroidea,echinodermata,phylum
craterobrisingia synaptoma,order,brisingida,asteroidea,class
craterobrisingia synaptoma,family,brisingidae,brisingida,order
craterobrisingia synaptoma,genus,craterobrisingia,brisingidae,family
craterobrisingia synaptoma,species,craterobrisingia synaptoma,craterobrisingia,genus
cribrostomoides subglobosum,phylum,foraminifera,protozoa,kingdom
cribrostomoides subglobosum,class,polythalamea,foraminifera,phylum
cribrostomoides subglobosum,order,lituolida,polythalamea,class
cribrostomoides subglobosum,family,lituolidae,lituolida,order
cribrostomoides subglobosum,genus,cribrostomoides,lituolidae,family
cribrostomoides subglobosum,species,cribrostomoides subglobosum,cribrostomoides,genus
cryptodromia canaliculata,phylum,arthropoda,animalia,kingdom
cryptodromia canaliculata,class,malacostraca,arthropoda,phylum
cryptodromia canaliculata,order,decapoda,malacostraca,class
cryptodromia canaliculata,family,dromiidae,decapoda,order
cryptodromia canaliculata,genus,cryptodromia,dromiidae,family
cryptodromia canaliculata,species,cryptodromia canaliculata,cryptodromia,genus
cryptodromiopsis plumosa,phylum,arthropoda,animalia,kingdom
cryptodromiopsis plumosa,class,malacostraca,arthropoda,phylum
cryptodromiopsis plumosa,order,decapoda,malacostraca,class
cryptodromiopsis plumosa,family,dromiidae,decapoda,order
cryptodromiopsis plumosa,genus,cryptodromiopsis,dromiidae,family
cryptodromiopsis plumosa,species,cryptodromiopsis plumosa,cryptodromiopsis,genus
cryptodromiopsis unidentata,phylum,arthropoda,animalia,kingdom
cryptodromiopsis unidentata,class,malacostraca,arthropoda,phylum
cryptodromiopsis unidentata,order,decapoda,malacostraca,class
cryptodromiopsis unidentata,family,dromiidae,decapoda,order
cryptodromiopsis unidentata,genus,cryptodromiopsis,dromiidae,family
cryptodromiopsis unidentata,species,cryptodromiopsis unidentata,cryptodromiopsis,genus
cryptopectan inaequivalvis,phylum,mollusca,animalia,kingdom
cryptopectan inaequivalvis,class,bivalvia,mollusca,phylum
cryptopectan inaequivalvis,order,ostreoida,bivalvia,class
cryptopectan inaequivalvis,family,pectinidae,ostreoida,order
cryptopectan inaequivalvis,genus,cryptopectan,pectinidae,family
cryptopectan inaequivalvis,species,cryptopectan inaequivalvis,cryptopectan,genus
cryptopectan oweni,phylum,mollusca,animalia,kingdom
cryptopectan oweni,class,bivalvia,mollusca,phylum
cryptopectan oweni,order,ostreoida,bivalvia,class
cryptopectan oweni,family,pectinidae,ostreoida,order
cryptopectan oweni,genus,cryptopectan,pectinidae,family
cryptopectan oweni,species,cryptopectan oweni,cryptopectan,genus
cryptopectan tissotii,phylum,mollusca,animalia,kingdom
cryptopectan tissotii,class,bivalvia,mollusca,phylum
cryptopectan tissotii,order,ostreoida,bivalvia,class
cryptopectan tissotii,family,pectinidae,ostreoida,order
cryptopectan tissotii,genus,cryptopectan,pectinidae,family
cryptopectan tissotii,species,cryptopectan tissotii,cryptopectan,genus
cryptopectan vesiculosus,phylum,mollusca,animalia,kingdom
cryptopectan vesiculosus,class,bivalvia,mollusca,phylum
cryptopectan vesiculosus,order,ostreoida,bivalvia,class
cryptopectan vesiculosus,family,pectinidae,ostreoida,order
cryptopectan vesiculosus,genus,cryptopectan,pectinidae,family
cryptopectan vesiculosus,species,cryptopectan vesiculosus,cryptopectan,genus
ctenocardia symbolica,phylum,mollusca,animalia,kingdom
ctenocardia symbolica,class,bivalvia,mollusca,phylum
ctenocardia symbolica,order,veneroida,bivalvia,class
ctenocardia symbolica,family,cardiidae,veneroida,order
ctenocardia symbolica,genus,ctenocardia,cardiidae,family
ctenocardia symbolica,species,ctenocardia symbolica,ctenocardia,genus
cucullanus cyprini,phylum,nematoda,animalia,kingdom
cucullanus cyprini,class,secernentea,nematoda,phylum
cucullanus cyprini,order,ascaridida,secernentea,class
cucullanus cyprini,family,cucullanidae,ascaridida,order
cucullanus cyprini,genus,cucullanus,cucullanidae,family
cucullanus cyprini,species,cucullanus cyprini,cucullanus,genus
culcita novaeguinae,phylum,echinodermata,animalia,kingdom
culcita novaeguinae,class,asteroidea,echinodermata,phylum
culcita novaeguinae,order,valvatida,asteroidea,class
culcita novaeguinae,family,oreasteridae,valvatida,order
culcita novaeguinae,genus,culcita,oreasteridae,family
culcita novaeguinae,species,culcita novaeguinae,culcita,genus
cumella antipai,phylum,arthropoda,animalia,kingdom
cumella antipai,class,malacostraca,arthropoda,phylum
cumella antipai,order,cumacea,malacostraca,class
cumella antipai,family,nannastacidae,cumacea,order
cumella antipai,genus,cumella,nannastacidae,family
cumella antipai,species,cumella antipai,cumella,genus
cumella argentinae,phylum,arthropoda,animalia,kingdom
cumella argentinae,class,malacostraca,arthropoda,phylum
cumella argentinae,order,cumacea,malacostraca,class
cumella argentinae,family,nannastacidae,cumacea,order
cumella argentinae,genus,cumella,nannastacidae,family
cumella argentinae,species,cumella argentinae,cumella,genus
cumella australis,phylum,arthropoda,animalia,kingdom
cumella australis,class,malacostraca,arthropoda,phylum
cumella australis,order,cumacea,malacostraca,class
cumella australis,family,nannastacidae,cumacea,order
cumella australis,genus,cumella,nannastacidae,family
cumella australis,species,cumella australis,cumella,genus
cumella carinata,phylum,arthropoda,animalia,kingdom
cumella carinata,class,malacostraca,arthropoda,phylum
cumella carinata,order,cumacea,malacostraca,class
cumella carinata,family,nannastacidae,cumacea,order
cumella carinata,genus,cumella,nannastacidae,family
cumella carinata,species,cumella carinata,cumella,genus
cumella garrityi,phylum,arthropoda,animalia,kingdom
cumella garrityi,class,malacostraca,arthropoda,phylum
cumella garrityi,order,cumacea,malacostraca,class
cumella garrityi,family,nannastacidae,cumacea,order
cumella garrityi,genus,cumella,nannastacidae,family
cumella garrityi,species,cumella garrityi,cumella,genus
cumella gomoiui,phylum,arthropoda,animalia,kingdom
cumella gomoiui,class,malacostraca,arthropoda,phylum
cumella gomoiui,order,cumacea,malacostraca,class
cumella gomoiui,family,nannastacidae,cumacea,order
cumella gomoiui,genus,cumella,nannastacidae,family
cumella gomoiui,species,cumella gomoiui,cumella,genus
cumella ocellata,phylum,arthropoda,animalia,kingdom
cumella ocellata,class,malacostraca,arthropoda,phylum
cumella ocellata,order,cumacea,malacostraca,class
cumella ocellata,family,nannastacidae,cumacea,order
cumella ocellata,genus,cumella,nannastacidae,family
cumella ocellata,species,cumella ocellata,cumella,genus
cumella pectinifera,phylum,arthropoda,animalia,kingdom
cumella pectinifera,class,malacostraca,arthropoda,phylum
cumella pectinifera,order,cumacea,malacostraca,class
cumella pectinifera,family,nannastacidae,cumacea,order
cumella pectinifera,genus,cumella,nannastacidae,family
cumella pectinifera,species,cumella pectinifera,cumella,genus
cumella schieckei,phylum,arthropoda,animalia,kingdom
cumella schieckei,class,malacostraca,arthropoda,phylum
cumella schieckei,order,cumacea,malacostraca,class
cumella schieckei,family,nannastacidae,cumacea,order
cumella schieckei,genus,cumella,nannastacidae,family
cumella schieckei,species,cumella schieckei,cumella,genus
cumella somersi,phylum,arthropoda,animalia,kingdom
cumella somersi,class,malacostraca,arthropoda,phylum
cumella somersi,order,cumacea,malacostraca,class
cumella somersi,family,nannastacidae,cumacea,order
cumella somersi,genus,cumella,nannastacidae,family
cumella somersi,species,cumella somersi,cumella,genus
curupironomus agassizi,phylum,arthropoda,animalia,kingdom
curupironomus agassizi,class,malacostraca,arthropoda,phylum
curupironomus agassizi,order,decapoda,malacostraca,class
curupironomus agassizi,family,cymonomidae,decapoda,order
curupironomus agassizi,genus,curupironomus,cymonomidae,family
curupironomus agassizi,species,curupironomus agassizi,curupironomus,genus
cyanagraea preadator,phylum,arthropoda,animalia,kingdom
cyanagraea preadator,class,malacostraca,arthropoda,phylum
cyanagraea preadator,order,decapoda,malacostraca,class
cyanagraea preadator,family,bythograeidae,decapoda,order
cyanagraea preadator,genus,cyanagraea,bythograeidae,family
cyanagraea preadator,species,cyanagraea preadator,cyanagraea,genus
cymatium dunkeri,phylum,mollusca,animalia,kingdom
cymatium dunkeri,class,gastropoda,mollusca,phylum
cymatium dunkeri,order,neotaenioglossa,gastropoda,class
cymatium dunkeri,family,ranellidae,neotaenioglossa,order
cymatium dunkeri,genus,cymatium,ranellidae,family
cymatium dunkeri,species,cymatium dunkeri,cymatium,genus
cymatium flaveolum,phylum,mollusca,animalia,kingdom
cymatium flaveolum,class,gastropoda,mollusca,phylum
cymatium flaveolum,order,neotaenioglossa,gastropoda,class
cymatium flaveolum,family,ranellidae,neotaenioglossa,order
cymatium flaveolum,genus,cymatium,ranellidae,family
cymatium flaveolum,species,cymatium flaveolum,cymatium,genus
