spec_code,species,db,length_max,in_spp_table,table
23635,collichthys lucidus,fb,20.100000381469727,TRUE,popll
7675,conger wilsoni,fb,66.5,TRUE,popll
25764,conniella apterygia,fb,10.699999809265137,TRUE,popll
3517,cookeolus japonicus,fb,37.400001525878906,TRUE,popll
27854,copella carsevennensis,fb,5.699999809265137,TRUE,popll
2488,coptodon guineensis,fb,26.600000381469727,TRUE,popll
1397,coptodon rendalli,fb,18,TRUE,popll
1390,coptodon zillii,fb,28,TRUE,popll
11250,coradion altivelis,fb,9.800000190734863,TRUE,popll
5583,coradion chrysozonus,fb,16.5,TRUE,popll
10287,coradion melanopus,fb,11.199999809265137,TRUE,popll
2679,coregonus zenithicus,fb,32.900001525878906,TRUE,popll
5624,coris aygula,fb,58.400001525878906,TRUE,popll
5624,coris aygula,fb,6.199999809265137,TRUE,popll
5624,coris aygula,fb,48,TRUE,popll
60816,coris ballieui,fb,28.399999618530273,TRUE,popll
60816,coris ballieui,fb,18.299999237060547,TRUE,popll
25688,coris batuensis,fb,16.399999618530273,TRUE,popll
25688,coris batuensis,fb,12.600000381469728,TRUE,popll
25688,coris batuensis,fb,4.199999809265137,TRUE,popll
12729,coris bulbifrons,fb,44.400001525878906,TRUE,popll
12729,coris bulbifrons,fb,28.200000762939453,TRUE,popll
8026,coris caudimacula,fb,15,TRUE,popll
8026,coris caudimacula,fb,17.899999618530273,TRUE,popll
55260,coris centralis,fb,10.899999618530272,TRUE,popll
52844,coris cuvieri,fb,33.5,TRUE,popll
52844,coris cuvieri,fb,5.900000095367432,TRUE,popll
55262,coris debueni,fb,25.399999618530273,TRUE,popll
6657,coris dorsomacula,fb,15.199999809265137,TRUE,popll
6657,coris dorsomacula,fb,19.200000762939453,TRUE,popll
6657,coris dorsomacula,fb,17.299999237060547,TRUE,popll
7827,coris flavovittata,fb,47.20000076293945,TRUE,popll
7827,coris flavovittata,fb,47,TRUE,popll
7827,coris flavovittata,fb,18.5,TRUE,popll
7736,coris formosa,fb,44.29999923706055,TRUE,popll
7736,coris formosa,fb,35,TRUE,popll
7736,coris formosa,fb,23.100000381469727,TRUE,popll
7736,coris formosa,fb,4.099999904632568,TRUE,popll
5625,coris gaimard,fb,33,TRUE,popll
5625,coris gaimard,fb,15.5,TRUE,popll
5625,coris gaimard,fb,5.300000190734863,TRUE,popll
5625,coris gaimard,fb,15.699999809265137,TRUE,popll
55344,coris hewetti,fb,15.899999618530272,TRUE,popll
58,coris julis,fb,14.5,TRUE,popll
55347,coris marquesensis,fb,28.399999618530273,TRUE,popll
46462,coris nigrotaenia,fb,43.5,TRUE,popll
7183,coris picta,fb,19.799999237060547,TRUE,popll
7183,coris picta,fb,7.5,TRUE,popll
5107,coris pictoides,fb,7.199999809265137,TRUE,popll
5107,coris pictoides,fb,7.800000190734863,TRUE,popll
55349,coris roseoviridis,fb,24.399999618530273,TRUE,popll
12793,coris sandeyeri,fb,39,TRUE,popll
12793,coris sandeyeri,fb,11.199999809265137,TRUE,popll
12793,coris sandeyeri,fb,29.700000762939453,TRUE,popll
5485,coris variegata,fb,15.199999809265137,TRUE,popll
5485,coris variegata,fb,10.399999618530272,TRUE,popll
5485,coris variegata,fb,13.600000381469728,TRUE,popll
7826,coris venusta,fb,14,TRUE,popll
7826,coris venusta,fb,13.199999809265137,TRUE,popll
7826,coris venusta,fb,12.800000190734863,TRUE,popll
7777,corydoras aeneus,fb,5.71999979019165,TRUE,popll
46394,coryogalops anomolus,fb,4.5,TRUE,popll
7,coryphaena equiselis,fb,26,TRUE,popll
6,coryphaena hippurus,fb,108.5,TRUE,popll
6659,corythoichthys amplexus,fb,9.300000190734863,TRUE,popll
5959,corythoichthys flavofasciatus,fb,13,TRUE,popll
5960,corythoichthys haematopterus,fb,17.399999618530273,TRUE,popll
5961,corythoichthys intestinalis,fb,14.399999618530272,TRUE,popll
5965,corythoichthys schultzi,fb,12.5,TRUE,popll
5965,corythoichthys schultzi,fb,13.199999809265137,TRUE,popll
5966,cosmocampus banneri,fb,6.5,TRUE,popll
47990,cottus sibiricus,fb,11.399999618530272,TRUE,popll
5653,crenimugil crenilabis,fb,42,TRUE,popll
46377,crenimugil pedaraki,fb,20.399999618530273,TRUE,popll
5659,crenimugil seheli,fb,23.5,TRUE,popll
6457,cromileptes altivelis,fb,12.600000381469728,TRUE,popll
59544,crossorhombus kanekonis,fb,15.600000381469728,FALSE,popll
7560,crossosalarias macrospilus,fb,8.199999809265137,TRUE,popll
46397,cryptocentroides arabicus,fb,10.5,TRUE,popll
7233,cryptocentroides insignis,fb,4.900000095367432,TRUE,popll
25798,cryptocentrus caeruleomaculatus,fb,7.099999904632568,TRUE,popll
12748,cryptocentrus caeruleopunctatus,fb,11.699999809265137,TRUE,popll
7208,cryptocentrus cinctus,fb,7.5,TRUE,popll
25797,cryptocentrus cryptocentrus,fb,10,TRUE,popll
66996,cryptocentrus cyanospilotus,fb,5.800000190734863,TRUE,popll
12679,cryptocentrus fasciatus,fb,9.399999618530272,TRUE,popll
25799,cryptocentrus leptocephalus,fb,9.300000190734863,TRUE,popll
13767,cryptocentrus leucostictus,fb,10.699999809265137,TRUE,popll
25800,cryptocentrus lutheri,fb,10.699999809265137,TRUE,popll
56153,cryptocentrus maudae,fb,9.5,TRUE,popll
66997,cryptocentrus multicinctus,fb,7.900000095367432,TRUE,popll
10629,ctenobrycon spilurus,fb,6.010000228881836,TRUE,popll
6012,ctenochaetus binotatus,fb,15,TRUE,popll
6012,ctenochaetus binotatus,fb,14,TRUE,popll
