species,trait,value,source,val_num
sepia adami,fec,100-1000,vuln,NA
sepia andreana,fec,100-1000,vuln,NA
sepia angulata,fec,100-1000,vuln,NA
sepia appelloefi,fec,100-1000,vuln,NA
sepia arabica,fec,100-1000,vuln,NA
sepia aureomaculata,fec,100-1000,vuln,NA
sepia australis,fec,100-1000,vuln,NA
sepia barosei,fec,100-1000,vuln,NA
sepia bathyalis,fec,100-1000,vuln,NA
sepia bertheloti,fec,100-1000,vuln,NA
sepia bidhaia,fec,100-1000,vuln,NA
sepia braggi,fec,100-1000,vuln,NA
sepia brevimana,fec,100-1000,vuln,NA
sepia burnupi,fec,100-1000,vuln,NA
sepia carinata,fec,100-1000,vuln,NA
sepia chirotrema,fec,100-1000,vuln,NA
sepia confusa,fec,100-1000,vuln,NA
sepia cottoni,fec,100-1000,vuln,NA
sepia cultrata,fec,100-1000,vuln,NA
sepia dollfusi,fec,100-1000,vuln,NA
sepia dubia,fec,100-1000,vuln,NA
sepia elegans,fec,100-1000,vuln,NA
sepia elliptica,fec,100-1000,vuln,NA
sepia elobyana,fec,100-1000,vuln,NA
sepia elongata,fec,100-1000,vuln,NA
sepia erostrata,fec,100-1000,vuln,NA
sepia esculenta,fec,100-1000,vuln,NA
sepia faurei,fec,100-1000,vuln,NA
sepia filibrachia,fec,100-1000,vuln,NA
sepia foliopeza,fec,100-1000,vuln,NA
sepia furcata,fec,100-1000,vuln,NA
sepia gibba,fec,100-1000,vuln,NA
sepia grahami,fec,100-1000,vuln,NA
sepia hedleyi,fec,100-1000,vuln,NA
sepia hieronis,fec,100-1000,vuln,NA
sepia hierredda,fec,100-1000,vuln,NA
sepia hirunda,fec,100-1000,vuln,NA
sepia incerta,fec,100-1000,vuln,NA
sepia insignis,fec,100-1000,vuln,NA
sepia irvingi,fec,100-1000,vuln,NA
sepia ivanovi,fec,100-1000,vuln,NA
sepia joubini,fec,100-1000,vuln,NA
sepia kiensis,fec,100-1000,vuln,NA
sepia kobiensis,fec,100-1000,vuln,NA
sepia koilados,fec,100-1000,vuln,NA
sepia limata,fec,100-1000,vuln,NA
sepia longipes,fec,100-1000,vuln,NA
sepia lorigera,fec,100-1000,vuln,NA
sepia lycidas,fec,100-1000,vuln,NA
sepia madokai,fec,100-1000,vuln,NA
sepia mascarensis,fec,100-1000,vuln,NA
sepia mestus,fec,100-1000,vuln,NA
sepia mira,fec,100-1000,vuln,NA
sepia mirabilis,fec,100-1000,vuln,NA
sepia murrayi,fec,100-1000,vuln,NA
sepia novaehollandiae,fec,100-1000,vuln,NA
sepia officinalis,fec,100-1000,vuln,NA
sepia omani,fec,100-1000,vuln,NA
sepia opipara,fec,100-1000,vuln,NA
sepia orbignyana,fec,100-1000,vuln,NA
sepia papillata,fec,100-1000,vuln,NA
sepia papuensis,fec,100-1000,vuln,NA
sepia pardex,fec,100-1000,vuln,NA
sepia peterseni,fec,100-1000,vuln,NA
sepia pharaonis,fec,100-1000,vuln,NA
sepia plana,fec,100-1000,vuln,NA
sepia plangon,fec,100-1000,vuln,NA
sepia plathyconchalis,fec,100-1000,vuln,NA
sepia prabahari,fec,100-1000,vuln,NA
sepia prashadi,fec,100-1000,vuln,NA
sepia pulchra,fec,100-1000,vuln,NA
sepia recurvirostra,fec,100-1000,vuln,NA
sepia reesi,fec,100-1000,vuln,NA
sepia rhoda,fec,100-1000,vuln,NA
sepia robsoni,fec,100-1000,vuln,NA
sepia roeleveldi,fec,100-1000,vuln,NA
sepia rozella,fec,100-1000,vuln,NA
sepia savignyi,fec,100-1000,vuln,NA
sepia saya,fec,100-1000,vuln,NA
sepia senta,fec,100-1000,vuln,NA
sepia sewelli,fec,100-1000,vuln,NA
sepia shazae,fec,100-1000,vuln,NA
sepia simoniana,fec,100-1000,vuln,NA
sepia smithi,fec,100-1000,vuln,NA
sepia sokotriensis,fec,100-1000,vuln,NA
sepia stellifera,fec,100-1000,vuln,NA
sepia subplana,fec,100-1000,vuln,NA
sepia subtenuipes,fec,100-1000,vuln,NA
sepia sulcata,fec,100-1000,vuln,NA
sepia tala,fec,100-1000,vuln,NA
sepia tanybracheia,fec,100-1000,vuln,NA
sepia tenuipes,fec,100-1000,vuln,NA
sepia thurstoni,fec,100-1000,vuln,NA
sepia tokioensis,fec,100-1000,vuln,NA
sepia trygonina,fec,100-1000,vuln,NA
sepia tuberculata,fec,100-1000,vuln,NA
sepia typica,fec,100-1000,vuln,NA
sepia vecchioni,fec,100-1000,vuln,NA
sepia vercoi,fec,100-1000,vuln,NA
sepia vermiculata,fec,100-1000,vuln,NA
sepia vietnamica,fec,100-1000,vuln,NA
sepia vossi,fec,100-1000,vuln,NA
sepia whitleyana,fec,100-1000,vuln,NA
sepia zanzibarica,fec,100-1000,vuln,NA
sepiella cyanea,fec,100-1000,vuln,NA
sepiella inermis,fec,100-1000,vuln,NA
sepiella japonica,fec,100-1000,vuln,NA
sepiella mangkangunga,fec,100-1000,vuln,NA
sepiella ocellata,fec,100-1000,vuln,NA
sepiella ornata,fec,100-1000,vuln,NA
sepiella weberi,fec,100-1000,vuln,NA
sepietta neglecta,fec,100-1000,vuln,NA
sepietta obscura,fec,100-1000,vuln,NA
sepietta oweniana,fec,100-1000,vuln,NA
sepiola affinis,fec,100-1000,vuln,NA
sepiola atlantica,fec,100-1000,vuln,NA
sepiola boletzkyi,fec,100-1000,vuln,NA
sepiola bursadhaesa,fec,100-1000,vuln,NA
sepiola intermedia,fec,100-1000,vuln,NA
sepiola robusta,fec,100-1000,vuln,NA
sepiola rondeletii,fec,100-1000,vuln,NA
sepiola rossiaeformis,fec,100-1000,vuln,NA
sepiola steenstrupiana,fec,100-1000,vuln,NA
sepiola tridens,fec,100-1000,vuln,NA
sepiolina nipponensis,fec,100-1000,vuln,NA
sepiolina petasus,fec,100-1000,vuln,NA
sepioteuthis australis,fec,100-1000,vuln,NA
sepioteuthis lessoniana,fec,100-1000,vuln,NA
sepioteuthis sepioidea,fec,100-1000,vuln,NA
sthenoteuthis oualaniensis,fec,>10000,vuln,NA
sthenoteuthis pteropus,fec,>10000,vuln,NA
stigmatoteuthis arcturi,fec,>10000,vuln,NA
stigmatoteuthis dofleini,fec,>10000,vuln,NA
stigmatoteuthis hoylei,fec,>10000,vuln,NA
stoloteuthis cthulhui,fec,100-1000,vuln,NA
stoloteuthis japonica,fec,100-1000,vuln,NA
stoloteuthis leucoptera,fec,100-1000,vuln,NA
stoloteuthis maoria,fec,100-1000,vuln,NA
stoloteuthis weberi,fec,100-1000,vuln,NA
taonius belone,fec,>10000,vuln,NA
taonius borealis,fec,>10000,vuln,NA
taonius pavo,fec,>10000,vuln,NA
teuthowenia maculata,fec,>10000,vuln,NA
teuthowenia megalops,fec,>10000,vuln,NA
teuthowenia pellucida,fec,>10000,vuln,NA
todarodes angolensis,fec,>10000,vuln,NA
todarodes filippovae,fec,>10000,vuln,NA
todarodes pacificus,fec,>10000,vuln,NA
todarodes pusillus,fec,>10000,vuln,NA
todarodes sagittatus,fec,>10000,vuln,NA
tremoctopus gelatus,fec,100-1000,vuln,NA
tremoctopus gracilis,fec,100-1000,vuln,NA
tremoctopus robsoni,fec,100-1000,vuln,NA
tremoctopus violaceus,fec,100-1000,vuln,NA
uroteuthis pickfordae,fec,1000-10000,vuln,NA
uroteuthis reesi,fec,1000-10000,vuln,NA
uroteuthis noctiluca,fec,1000-10000,vuln,NA
uroteuthis abulati,fec,1000-10000,vuln,NA
uroteuthis arabica,fec,1000-10000,vuln,NA
uroteuthis bengalensis,fec,1000-10000,vuln,NA
uroteuthis chinensis,fec,1000-10000,vuln,NA
uroteuthis duvaucelii,fec,1000-10000,vuln,NA
uroteuthis edulis,fec,1000-10000,vuln,NA
uroteuthis machelae,fec,1000-10000,vuln,NA
uroteuthis robsoni,fec,1000-10000,vuln,NA
uroteuthis sibogae,fec,1000-10000,vuln,NA
uroteuthis singhalensis,fec,1000-10000,vuln,NA
uroteuthis vossi,fec,1000-10000,vuln,NA
uroteuthis bartschi,fec,1000-10000,vuln,NA
walvisteuthis jeremiahi,fec,>10000,vuln,NA
walvisteuthis rancureli,fec,>10000,vuln,NA
walvisteuthis virilis,fec,>10000,vuln,NA
walvisteuthis youngorum,fec,>10000,vuln,NA
wunderpus photogenicus,fec,1000-10000,vuln,NA
acropora abrolhosensis,fec,1000-10000,vuln,NA
acropora abrotanoides,fec,1000-10000,vuln,NA
acropora acervata,fec,1000-10000,vuln,NA
acropora aculeus,fec,1000-10000,vuln,NA
acropora acuminata,fec,1000-10000,vuln,NA
acropora alvarezi,fec,1000-10000,vuln,NA
acropora anglica,fec,1000-10000,vuln,NA
acropora anthocercis,fec,1000-10000,vuln,NA
acropora arabensis,fec,1000-10000,vuln,NA
acropora arafura,fec,1000-10000,vuln,NA
acropora aspera,fec,1000-10000,vuln,NA
acropora austera,fec,1000-10000,vuln,NA
acropora awi,fec,1000-10000,vuln,NA
acropora bartonensis,fec,1000-10000,vuln,NA
acropora batunai,fec,1000-10000,vuln,NA
acropora borneoensis,fec,1000-10000,vuln,NA
acropora branchi,fec,1000-10000,vuln,NA
acropora britannica,fec,1000-10000,vuln,NA
acropora bushyensis,fec,1000-10000,vuln,NA
acropora capillaris,fec,1000-10000,vuln,NA
acropora cardenae,fec,1000-10000,vuln,NA
acropora carduus,fec,1000-10000,vuln,NA
acropora caroliniana,fec,1000-10000,vuln,NA
acropora cerealis,fec,1000-10000,vuln,NA
acropora cervicornis,fec,1000-10000,vuln,NA
acropora chesterfieldensis,fec,1000-10000,vuln,NA
acropora clathrata,fec,1000-10000,vuln,NA
acropora crassa,fec,1000-10000,vuln,NA
acropora cytherea,fec,1000-10000,vuln,NA
acropora darrellae,fec,1000-10000,vuln,NA
acropora deformis,fec,1000-10000,vuln,NA
acropora dendrum,fec,1000-10000,vuln,NA
acropora derawanensis,fec,1000-10000,vuln,NA
acropora desalwii,fec,1000-10000,vuln,NA
acropora digitifera,fec,1000-10000,vuln,NA
acropora divaricata,fec,1000-10000,vuln,NA
acropora donei,fec,1000-10000,vuln,NA
acropora downingi,fec,1000-10000,vuln,NA
acropora duncani,fec,1000-10000,vuln,NA
acropora echinata,fec,1000-10000,vuln,NA
acropora eibli,fec,1000-10000,vuln,NA
acropora elegans,fec,1000-10000,vuln,NA
acropora elenae,fec,1000-10000,vuln,NA
acropora elseyi,fec,1000-10000,vuln,NA
acropora emanuelae,fec,1000-10000,vuln,NA
acropora eurystoma,fec,1000-10000,vuln,NA
acropora exquisita,fec,1000-10000,vuln,NA
acropora fastigata,fec,1000-10000,vuln,NA
acropora fennemai,fec,1000-10000,vuln,NA
acropora fenneri,fec,1000-10000,vuln,NA
acropora filiformis,fec,1000-10000,vuln,NA
acropora florida,fec,1000-10000,vuln,NA
acropora gemmifera,fec,1000-10000,vuln,NA
acropora glauca,fec,1000-10000,vuln,NA
acropora globiceps,fec,1000-10000,vuln,NA
acropora gomezi,fec,1000-10000,vuln,NA
acropora grandis,fec,1000-10000,vuln,NA
acropora granulosa,fec,1000-10000,vuln,NA
acropora haidingeri,fec,1000-10000,vuln,NA
acropora halmaherae,fec,1000-10000,vuln,NA
acropora hasibuani,fec,1000-10000,vuln,NA
acropora hemprichii,fec,1000-10000,vuln,NA
acropora herklotsi,fec,1000-10000,vuln,NA
acropora hoeksemai,fec,1000-10000,vuln,NA
acropora horrida,fec,1000-10000,vuln,NA
acropora humilis,fec,1000-10000,vuln,NA
acropora hyacinthus,fec,1000-10000,vuln,NA
acropora indonesia,fec,1000-10000,vuln,NA
acropora intermedia,fec,1000-10000,vuln,NA
acropora jacquelineae,fec,1000-10000,vuln,NA
acropora japonica,fec,1000-10000,vuln,NA
acropora kimbeensis,fec,1000-10000,vuln,NA
acropora kirstyae,fec,1000-10000,vuln,NA
acropora kosurini,fec,1000-10000,vuln,NA
acropora lamarcki,fec,1000-10000,vuln,NA
acropora latistella,fec,1000-10000,vuln,NA
acropora laurae,fec,1000-10000,vuln,NA
acropora lavandulina,fec,1000-10000,vuln,NA
acropora listeri,fec,1000-10000,vuln,NA
acropora loisetteae,fec,1000-10000,vuln,NA
acropora lokani,fec,1000-10000,vuln,NA
acropora longicyathus,fec,1000-10000,vuln,NA
acropora loripes,fec,1000-10000,vuln,NA
acropora lovelli,fec,1000-10000,vuln,NA
acropora lutkeni,fec,1000-10000,vuln,NA
acropora macrocalyx,fec,1000-10000,vuln,NA
acropora microclados,fec,1000-10000,vuln,NA
acropora microphthalma,fec,1000-10000,vuln,NA
acropora millepora,fec,1000-10000,vuln,NA
acropora monticulosa,fec,1000-10000,vuln,NA
acropora mossambica,fec,1000-10000,vuln,NA
acropora multiacuta,fec,1000-10000,vuln,NA
acropora muricata,fec,1000-10000,vuln,NA
acropora nana,fec,1000-10000,vuln,NA
acropora nasuta,fec,1000-10000,vuln,NA
acropora natalensis,fec,1000-10000,vuln,NA
acropora ornata,fec,1000-10000,vuln,NA
acropora palmata,fec,1000-10000,vuln,NA
acropora palmerae,fec,1000-10000,vuln,NA
acropora panamensis,fec,1000-10000,vuln,NA
acropora paniculata,fec,1000-10000,vuln,NA
acropora papillare,fec,1000-10000,vuln,NA
acropora pectinata,fec,1000-10000,vuln,NA
acropora pharaonis,fec,1000-10000,vuln,NA
acropora pichoni,fec,1000-10000,vuln,NA
acropora piedmontensis,fec,1000-10000,vuln,NA
acropora plumosa,fec,1000-10000,vuln,NA
acropora polystoma,fec,1000-10000,vuln,NA
acropora prolifera,fec,1000-10000,vuln,NA
acropora proteacea,fec,1000-10000,vuln,NA
acropora proximalis,fec,1000-10000,vuln,NA
acropora pruinosa,fec,1000-10000,vuln,NA
acropora pulchra,fec,1000-10000,vuln,NA
acropora renemai,fec,1000-10000,vuln,NA
acropora retusa,fec,1000-10000,vuln,NA
acropora ridzwani,fec,1000-10000,vuln,NA
acropora robusta,fec,1000-10000,vuln,NA
acropora roemeri,fec,1000-10000,vuln,NA
acropora rongelapensis,fec,1000-10000,vuln,NA
acropora roseni,fec,1000-10000,vuln,NA
acropora rudis,fec,1000-10000,vuln,NA
acropora rufa,fec,1000-10000,vuln,NA
acropora russelli,fec,1000-10000,vuln,NA
acropora salentina,fec,1000-10000,vuln,NA
acropora saludensis,fec,1000-10000,vuln,NA
acropora samoensis,fec,1000-10000,vuln,NA
acropora sarmentosa,fec,1000-10000,vuln,NA
acropora secale,fec,1000-10000,vuln,NA
acropora selago,fec,1000-10000,vuln,NA
acropora seriata,fec,1000-10000,vuln,NA
acropora simplex,fec,1000-10000,vuln,NA
acropora sirikitiae,fec,1000-10000,vuln,NA
acropora slovenica,fec,1000-10000,vuln,NA
acropora solanderi,fec,1000-10000,vuln,NA
acropora solitaryensis,fec,1000-10000,vuln,NA
acropora sordiensis,fec,1000-10000,vuln,NA
acropora spathulata,fec,1000-10000,vuln,NA
acropora speciosa,fec,1000-10000,vuln,NA
acropora spicifera,fec,1000-10000,vuln,NA
acropora squamata,fec,1000-10000,vuln,NA
acropora squarrosa,fec,1000-10000,vuln,NA
acropora stoddarti,fec,1000-10000,vuln,NA
acropora striata,fec,1000-10000,vuln,NA
acropora subglabra,fec,1000-10000,vuln,NA
acropora subulata,fec,1000-10000,vuln,NA
acropora suharsonoi,fec,1000-10000,vuln,NA
acropora sukarnoi,fec,1000-10000,vuln,NA
acropora tampaensis,fec,1000-10000,vuln,NA
acropora tanegashimensis,fec,1000-10000,vuln,NA
acropora tenella,fec,1000-10000,vuln,NA
acropora tenuis,fec,1000-10000,vuln,NA
acropora torihalimeda,fec,1000-10000,vuln,NA
acropora tortuosa,fec,1000-10000,vuln,NA
acropora tuberculosa,fec,1000-10000,vuln,NA
acropora tumida,fec,1000-10000,vuln,NA
acropora turaki,fec,1000-10000,vuln,NA
acropora valenciennesi,fec,1000-10000,vuln,NA
acropora valida,fec,1000-10000,vuln,NA
acropora variolosa,fec,1000-10000,vuln,NA
acropora vaughani,fec,1000-10000,vuln,NA
acropora verweyi,fec,1000-10000,vuln,NA
acropora walindii,fec,1000-10000,vuln,NA
acropora willisae,fec,1000-10000,vuln,NA
acropora wilsonae,fec,1000-10000,vuln,NA
acropora yongei,fec,1000-10000,vuln,NA
acropora teres,fec,1000-10000,vuln,NA
acropora plantaginea,fec,1000-10000,vuln,NA
acropora cophodactyla,fec,1000-10000,vuln,NA
acropora appressa,fec,1000-10000,vuln,NA
acropora mirabilis,fec,1000-10000,vuln,NA
pocillopora acuta,fec,1000-10000,vuln,NA
pocillopora aliciae,fec,1000-10000,vuln,NA
pocillopora ankeli,fec,1000-10000,vuln,NA
pocillopora arnoldi,fec,1000-10000,vuln,NA
pocillopora bairdi,fec,1000-10000,vuln,NA
pocillopora baracoaensis,fec,1000-10000,vuln,NA
pocillopora brevicornis,fec,1000-10000,vuln,NA
pocillopora capitata,fec,1000-10000,vuln,NA
pocillopora damicornis,fec,1000-10000,vuln,NA
pocillopora effusa,fec,1000-10000,vuln,NA
pocillopora elegans,fec,1000-10000,vuln,NA
pocillopora fungiformis,fec,1000-10000,vuln,NA
pocillopora grandis,fec,1000-10000,vuln,NA
pocillopora guantanamensis,fec,1000-10000,vuln,NA
pocillopora indiania,fec,1000-10000,vuln,NA
pocillopora inflata,fec,1000-10000,vuln,NA
pocillopora jenkinsi,fec,1000-10000,vuln,NA
pocillopora kelleheri,fec,1000-10000,vuln,NA
pocillopora ligulata,fec,1000-10000,vuln,NA
pocillopora maddenensis,fec,1000-10000,vuln,NA
pocillopora madreporacea,fec,1000-10000,vuln,NA
pocillopora mauritiana,fec,1000-10000,vuln,NA
pocillopora meandrina,fec,1000-10000,vuln,NA
pocillopora molokensis,fec,1000-10000,vuln,NA
pocillopora portoricensis,fec,1000-10000,vuln,NA
pocillopora solida,fec,1000-10000,vuln,NA
pocillopora verrucosa,fec,1000-10000,vuln,NA
pocillopora vitiensis,fec,1000-10000,vuln,NA
pocillopora woodjonesi,fec,1000-10000,vuln,NA
pocillopora zelli,fec,1000-10000,vuln,NA
porites alveolata,fec,1000-10000,vuln,NA
porites amplectans,fec,1000-10000,vuln,NA
porites anguillensis,fec,1000-10000,vuln,NA
porites annae,fec,1000-10000,vuln,NA
porites aranetai,fec,1000-10000,vuln,NA
porites arnaudi,fec,1000-10000,vuln,NA
porites astreoides,fec,1000-10000,vuln,NA
porites attenuata,fec,1000-10000,vuln,NA
porites australiensis,fec,1000-10000,vuln,NA
porites baracoaensis,fec,1000-10000,vuln,NA
porites belli,fec,1000-10000,vuln,NA
porites branneri,fec,1000-10000,vuln,NA
porites brighami,fec,1000-10000,vuln,NA
porites carrizensis,fec,1000-10000,vuln,NA
porites chipolanum,fec,1000-10000,vuln,NA
porites cocosensis,fec,1000-10000,vuln,NA
porites collegniana,fec,1000-10000,vuln,NA
porites colonensis,fec,1000-10000,vuln,NA
porites columnaris,fec,1000-10000,vuln,NA
porites compressa,fec,1000-10000,vuln,NA
porites convivatoris,fec,1000-10000,vuln,NA
porites cribripora,fec,1000-10000,vuln,NA
porites cumulatus,fec,1000-10000,vuln,NA
porites cylindrica,fec,1000-10000,vuln,NA
porites decasepta,fec,1000-10000,vuln,NA
porites deformis,fec,1000-10000,vuln,NA
porites densa,fec,1000-10000,vuln,NA
porites desilveri,fec,1000-10000,vuln,NA
porites divaricata,fec,1000-10000,vuln,NA
porites echinulata,fec,1000-10000,vuln,NA
porites eridani,fec,1000-10000,vuln,NA
porites evermanni,fec,1000-10000,vuln,NA
porites exserta,fec,1000-10000,vuln,NA
porites farasani,fec,1000-10000,vuln,NA
porites flavus,fec,1000-10000,vuln,NA
porites fontanesii,fec,1000-10000,vuln,NA
porites furcata,fec,1000-10000,vuln,NA
porites gabonensis,fec,1000-10000,vuln,NA
porites gaimardi,fec,1000-10000,vuln,NA
porites hadramauti,fec,1000-10000,vuln,NA
porites harrisoni,fec,1000-10000,vuln,NA
porites hawaiiensis,fec,1000-10000,vuln,NA
porites heronensis,fec,1000-10000,vuln,NA
porites horizontalata,fec,1000-10000,vuln,NA
porites incrassata,fec,1000-10000,vuln,NA
porites indica,fec,1000-10000,vuln,NA
porites latistellata,fec,1000-10000,vuln,NA
porites lichen,fec,1000-10000,vuln,NA
porites lobata,fec,1000-10000,vuln,NA
porites lutea,fec,1000-10000,vuln,NA
porites macdonaldi,fec,1000-10000,vuln,NA
porites maigensis,fec,1000-10000,vuln,NA
porites mannarensis,fec,1000-10000,vuln,NA
porites mayeri,fec,1000-10000,vuln,NA
porites minicoiensis,fec,1000-10000,vuln,NA
porites monticulosa,fec,1000-10000,vuln,NA
porites murrayensis,fec,1000-10000,vuln,NA
porites myrmidonensis,fec,1000-10000,vuln,NA
porites napopora,fec,1000-10000,vuln,NA
porites negrosensis,fec,1000-10000,vuln,NA
porites nigrescens,fec,1000-10000,vuln,NA
porites nodifera,fec,1000-10000,vuln,NA
porites okinawensis,fec,1000-10000,vuln,NA
porites ornata,fec,1000-10000,vuln,NA
porites palmata,fec,1000-10000,vuln,NA
porites panamensis,fec,1000-10000,vuln,NA
porites panicea,fec,1000-10000,vuln,NA
porites pellegrinii,fec,1000-10000,vuln,NA
porites porites,fec,1000-10000,vuln,NA
porites portoricensis,fec,1000-10000,vuln,NA
porites profundus,fec,1000-10000,vuln,NA
porites pukoensis,fec,1000-10000,vuln,NA
porites randalli,fec,1000-10000,vuln,NA
porites rugosa,fec,1000-10000,vuln,NA
porites rus,fec,1000-10000,vuln,NA
porites silimaniana,fec,1000-10000,vuln,NA
porites solida,fec,1000-10000,vuln,NA
porites somaliensis,fec,1000-10000,vuln,NA
porites stephensoni,fec,1000-10000,vuln,NA
porites strata,fec,1000-10000,vuln,NA
porites superfusa,fec,1000-10000,vuln,NA
porites superposita,fec,1000-10000,vuln,NA
porites sverdrupi,fec,1000-10000,vuln,NA
porites trinitatis,fec,1000-10000,vuln,NA
porites tuberculosus,fec,1000-10000,vuln,NA
porites vaughani,fec,1000-10000,vuln,NA
porites waylandi,fec,1000-10000,vuln,NA
penaeus aztecus,fec,>10000,vuln,NA
penaeus brasiliensis,fec,>10000,vuln,NA
penaeus brevirostris,fec,>10000,vuln,NA
penaeus californiensis,fec,>10000,vuln,NA
penaeus canaliculatus,fec,>10000,vuln,NA
penaeus chinensis,fec,>10000,vuln,NA
penaeus duorarum,fec,>10000,vuln,NA
penaeus esculentus,fec,>10000,vuln,NA
penaeus hathor,fec,>10000,vuln,NA
penaeus indicus,fec,>10000,vuln,NA
penaeus isabelae,fec,>10000,vuln,NA
penaeus japonicus,fec,>10000,vuln,NA
penaeus kerathurus,fec,>10000,vuln,NA
penaeus konkani,fec,>10000,vuln,NA
penaeus latisulcatus,fec,>10000,vuln,NA
penaeus longistylus,fec,>10000,vuln,NA
penaeus marginatus,fec,>10000,vuln,NA
penaeus merguiensis,fec,>10000,vuln,NA
penaeus monodon,fec,>10000,vuln,NA
penaeus notialis,fec,>10000,vuln,NA
penaeus occidentalis,fec,>10000,vuln,NA
penaeus paulensis,fec,>10000,vuln,NA
penaeus penicillatus,fec,>10000,vuln,NA
penaeus plebejus,fec,>10000,vuln,NA
penaeus pulchricaudatus,fec,>10000,vuln,NA
penaeus schmitti,fec,>10000,vuln,NA
penaeus semisulcatus,fec,>10000,vuln,NA
penaeus setiferus,fec,>10000,vuln,NA
penaeus silasi,fec,>10000,vuln,NA
penaeus similis,fec,>10000,vuln,NA
penaeus simplex,fec,>10000,vuln,NA
penaeus stylirostris,fec,>10000,vuln,NA
penaeus subtilis,fec,>10000,vuln,NA
penaeus vannamei,fec,>10000,vuln,NA
apristurus albisoma,fec,2-5,vuln,NA
apristurus ampliceps,fec,2-5,vuln,NA
apristurus aphyodes,fec,2-5,vuln,NA
apristurus australis,fec,2-5,vuln,NA
apristurus breviventralis,fec,2-5,vuln,NA
apristurus brunneus,fec,2-5,vuln,NA
apristurus bucephalus,fec,2-5,vuln,NA
apristurus canutus,fec,2-5,vuln,NA
apristurus exsanguis,fec,2-5,vuln,NA
apristurus fedorovi,fec,2-5,vuln,NA
apristurus garricki,fec,2-5,vuln,NA
apristurus gibbosus,fec,2-5,vuln,NA
apristurus herklotsi,fec,2-5,vuln,NA
apristurus indicus,fec,2-5,vuln,NA
apristurus internatus,fec,2-5,vuln,NA
apristurus investigatoris,fec,2-5,vuln,NA
apristurus japonicus,fec,2-5,vuln,NA
apristurus kampae,fec,2-5,vuln,NA
apristurus laurussonii,fec,2-5,vuln,NA
apristurus longicephalus,fec,2-5,vuln,NA
apristurus macrorhynchus,fec,2-5,vuln,NA
apristurus macrostomus,fec,2-5,vuln,NA
apristurus manis,fec,2-5,vuln,NA
apristurus melanoasper,fec,2-5,vuln,NA
apristurus microps,fec,2-5,vuln,NA
apristurus micropterygeus,fec,2-5,vuln,NA
apristurus nakayai,fec,2-5,vuln,NA
apristurus nasutus,fec,2-5,vuln,NA
apristurus parvipinnis,fec,2-5,vuln,NA
apristurus pinguis,fec,2-5,vuln,NA
apristurus platyrhynchus,fec,2-5,vuln,NA
apristurus profundorum,fec,2-5,vuln,NA
apristurus riveri,fec,2-5,vuln,NA
apristurus saldanha,fec,2-5,vuln,NA
apristurus sibogae,fec,2-5,vuln,NA
apristurus sinensis,fec,2-5,vuln,NA
apristurus spongiceps,fec,2-5,vuln,NA
apristurus stenseni,fec,2-5,vuln,NA
apristurus yangi,fec,2-5,vuln,NA
asymbolus analis,fec,2-5,vuln,NA
asymbolus funebris,fec,2-5,vuln,NA
asymbolus galacticus,fec,2-5,vuln,NA
asymbolus occiduus,fec,2-5,vuln,NA
asymbolus pallidus,fec,2-5,vuln,NA
asymbolus parvus,fec,2-5,vuln,NA
asymbolus rubiginosus,fec,2-5,vuln,NA
asymbolus submaculatus,fec,2-5,vuln,NA
asymbolus vincenti,fec,2-5,vuln,NA
atelomycterus baliensis,fec,2-5,vuln,NA
atelomycterus erdmanni,fec,2-5,vuln,NA
atelomycterus fasciatus,fec,2-5,vuln,NA
atelomycterus macleayi,fec,2-5,vuln,NA
atelomycterus marmoratus,fec,2-5,vuln,NA
atelomycterus marnkalha,fec,2-5,vuln,NA
aulohalaelurus kanakorum,fec,2-5,vuln,NA
aulohalaelurus labiosus,fec,2-5,vuln,NA
ctenacis fehlmanni,fec,1-2,vuln,NA
dasyatis brevis,fec,5-10,vuln,NA
dasyatis chrysonota,fec,5-10,vuln,NA
dasyatis gigantea,fec,5-10,vuln,NA
